i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.150898 	3.481283 	3.438887 	0.002893 	0.003077 	0.003094 	0.010830 
1 	3401.169677 	1.493844e-01 	3.474956e+00 	3.432563e+00 	2.910424e-03 	3.095940e-03 	3.113561e-03 	3.400170e+03 
2 	6738.954842 	1.478842e-01 	3.468649e+00 	3.426258e+00 	2.928079e-03 	3.115459e-03 	3.133292e-03 	3.337785e+03 
3 	10015.625889 	1.463992e-01 	3.462370e+00 	3.419981e+00 	2.945789e-03 	3.135047e-03 	3.153095e-03 	3.276671e+03 
4 	13232.491196 	1.449291e-01 	3.456117e+00 	3.413731e+00 	2.963555e-03 	3.154706e-03 	3.172970e-03 	3.216865e+03 
5 	16390.827365 	1.434739e-01 	3.449890e+00 	3.407507e+00 	2.981377e-03 	3.174434e-03 	3.192917e-03 	3.158336e+03 
6 	19491.879654 	1.420333e-01 	3.443690e+00 	3.401309e+00 	2.999254e-03 	3.194232e-03 	3.212936e-03 	3.101052e+03 
7 	22536.862844 	1.406072e-01 	3.437516e+00 	3.395137e+00 	3.017188e-03 	3.214100e-03 	3.233027e-03 	3.044983e+03 
8 	25526.962074 	1.391954e-01 	3.431367e+00 	3.388992e+00 	3.035178e-03 	3.234039e-03 	3.253191e-03 	2.990099e+03 
9 	28463.333659 	1.377979e-01 	3.425245e+00 	3.382872e+00 	3.053224e-03 	3.254049e-03 	3.273428e-03 	2.936372e+03 
10 	31347.105873 	1.364144e-01 	3.419148e+00 	3.376777e+00 	3.071327e-03 	3.274129e-03 	3.293738e-03 	2.883772e+03 
11 	34179.379720 	1.350449e-01 	3.413076e+00 	3.370708e+00 	3.089486e-03 	3.294281e-03 	3.314121e-03 	2.832274e+03 
12 	36961.229671 	1.336891e-01 	3.407029e+00 	3.364663e+00 	3.107701e-03 	3.314503e-03 	3.334577e-03 	2.781850e+03 
13 	39693.704389 	1.323470e-01 	3.401007e+00 	3.358644e+00 	3.125974e-03 	3.334798e-03 	3.355107e-03 	2.732475e+03 
14 	42377.827424 	1.310184e-01 	3.395010e+00 	3.352649e+00 	3.144303e-03 	3.355163e-03 	3.375711e-03 	2.684123e+03 
15 	45014.597889 	1.297032e-01 	3.389037e+00 	3.346679e+00 	3.162688e-03 	3.375601e-03 	3.396389e-03 	2.636770e+03 
16 	47604.991121 	1.284012e-01 	3.383088e+00 	3.340733e+00 	3.181131e-03 	3.396111e-03 	3.417141e-03 	2.590393e+03 
17 	50149.959317 	1.271123e-01 	3.377164e+00 	3.334811e+00 	3.199631e-03 	3.416692e-03 	3.437967e-03 	2.544968e+03 
18 	52650.432151 	1.258364e-01 	3.371263e+00 	3.328913e+00 	3.218189e-03 	3.437347e-03 	3.458869e-03 	2.500473e+03 
19 	55107.317377 	1.245734e-01 	3.365386e+00 	3.323038e+00 	3.236803e-03 	3.458074e-03 	3.479845e-03 	2.456885e+03 
20 	57521.501413 	1.233230e-01 	3.359533e+00 	3.317187e+00 	3.255475e-03 	3.478873e-03 	3.500896e-03 	2.414184e+03 
21 	59893.849900 	1.220852e-01 	3.353703e+00 	3.311359e+00 	3.274205e-03 	3.499746e-03 	3.522023e-03 	2.372348e+03 
22 	62225.208260 	1.208599e-01 	3.347896e+00 	3.305555e+00 	3.292992e-03 	3.520692e-03 	3.543226e-03 	2.331358e+03 
