i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	1.620903 	5.064413 	0.385752 	0.003060 	0.003470 	0.003517 	0.010830 
1 	11382.251935 	1.621043e+00 	5.060587e+00 	3.818876e-01 	3.071083e-03 	3.483988e-03 	3.531809e-03 	1.138125e+04 
2 	22605.274469 	1.621206e+00 	5.056798e+00 	3.780613e-01 	3.081722e-03 	3.497779e-03 	3.546034e-03 	1.122302e+04 
3 	33673.035951 	1.621389e+00 	5.053048e+00 	3.742735e-01 	3.092276e-03 	3.511481e-03 	3.560172e-03 	1.106776e+04 
4 	44588.423735 	1.621593e+00 	5.049335e+00 	3.705238e-01 	3.102747e-03 	3.525095e-03 	3.574221e-03 	1.091539e+04 
5 	55354.249834 	1.621816e+00 	5.045660e+00 	3.668117e-01 	3.113134e-03 	3.538619e-03 	3.588181e-03 	1.076583e+04 
6 	65973.253224 	1.622059e+00 	5.042023e+00 	3.631370e-01 	3.123437e-03 	3.552055e-03 	3.602052e-03 	1.061900e+04 
7 	76448.102069 	1.622320e+00 	5.038422e+00 	3.594992e-01 	3.133656e-03 	3.565402e-03 	3.615834e-03 	1.047485e+04 
8 	86781.395878 	1.622601e+00 	5.034858e+00 	3.558979e-01 	3.143791e-03 	3.578659e-03 	3.629526e-03 	1.033329e+04 
9 	96975.667588 	1.622900e+00 	5.031330e+00 	3.523328e-01 	3.153843e-03 	3.591827e-03 	3.643129e-03 	1.019427e+04 
10 	107033.385590 	1.623217e+00 	5.027837e+00 	3.488036e-01 	3.163812e-03 	3.604905e-03 	3.656641e-03 	1.005772e+04 
11 	116956.955678 	1.623551e+00 	5.024380e+00 	3.453097e-01 	3.173697e-03 	3.617894e-03 	3.670064e-03 	9.923570e+03 
12 	126748.722952 	1.623902e+00 	5.020958e+00 	3.418510e-01 	3.183500e-03 	3.630793e-03 	3.683397e-03 	9.791767e+03 
13 	136410.973652 	1.624271e+00 	5.017570e+00 	3.384270e-01 	3.193219e-03 	3.643602e-03 	3.696640e-03 	9.662251e+03 
14 	145945.936937 	1.624656e+00 	5.014217e+00 	3.350374e-01 	3.202855e-03 	3.656321e-03 	3.709792e-03 	9.534963e+03 
15 	155355.786608 	1.625057e+00 	5.010898e+00 	3.316819e-01 	3.212409e-03 	3.668950e-03 	3.722855e-03 	9.409850e+03 
16 	164642.642780 	1.625473e+00 	5.007612e+00 	3.283600e-01 	3.221880e-03 	3.681490e-03 	3.735827e-03 	9.286856e+03 
17 	173808.573502 	1.625906e+00 	5.004359e+00 	3.250714e-01 	3.231270e-03 	3.693939e-03 	3.748708e-03 	9.165931e+03 
