i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.410762 	1.120541 	5.539764 	0.002906 	0.003086 	0.003105 	0.010830 
1 	8523.009376 	4.066279e-01 	1.111215e+00 	5.530439e+00 	2.934867e-03 	3.117587e-03 	3.136940e-03 	8.522009e+03 
2 	16818.826636 	4.025276e-01 	1.101937e+00 	5.521163e+00 	2.963488e-03 	3.148984e-03 	3.168699e-03 	8.295817e+03 
3 	24895.389187 	3.984689e-01 	1.092723e+00 	5.511950e+00 	2.992261e-03 	3.180564e-03 	3.200646e-03 	8.076563e+03 
4 	32759.775996 	3.944515e-01 	1.083572e+00 	5.502801e+00 	3.021186e-03 	3.212325e-03 	3.232780e-03 	7.864387e+03 
5 	40418.812417 	3.904749e-01 	1.074485e+00 	5.493714e+00 	3.050262e-03 	3.244268e-03 	3.265100e-03 	7.659036e+03 
6 	47879.076379 	3.865387e-01 	1.065460e+00 	5.484690e+00 	3.079489e-03 	3.276391e-03 	3.297607e-03 	7.460264e+03 
7 	55146.908225 	3.826425e-01 	1.056496e+00 	5.475728e+00 	3.108867e-03 	3.308696e-03 	3.330301e-03 	7.267832e+03 
8 	62228.420167 	3.787859e-01 	1.047594e+00 	5.466826e+00 	3.138396e-03 	3.341183e-03 	3.363181e-03 	7.081512e+03 
9 	69129.505331 	3.749684e-01 	1.038752e+00 	5.457985e+00 	3.168074e-03 	3.373849e-03 	3.396248e-03 	6.901085e+03 
10 	75855.846419 	3.711898e-01 	1.029970e+00 	5.449203e+00 	3.197903e-03 	3.406697e-03 	3.429500e-03 	6.726341e+03 
11 	82412.924002 	3.674495e-01 	1.021247e+00 	5.440481e+00 	3.227881e-03 	3.439725e-03 	3.462940e-03 	6.557078e+03 
12 	88806.024455 	3.637472e-01 	1.012583e+00 	5.431817e+00 	3.258009e-03 	3.472934e-03 	3.496565e-03 	6.393100e+03 
13 	95040.247556 	3.600825e-01 	1.003977e+00 	5.423211e+00 	3.288285e-03 	3.506323e-03 	3.530376e-03 	6.234223e+03 
14 	101120.513771 	3.564550e-01 	9.954285e-01 	5.414663e+00 	3.318710e-03 	3.539892e-03 	3.564373e-03 	6.080266e+03 
15 	107051.571220 	3.528643e-01 	9.869371e-01 	5.406171e+00 	3.349284e-03 	3.573641e-03 	3.598556e-03 	5.931057e+03 
16 	112838.002361 	3.493101e-01 	9.785021e-01 	5.397736e+00 	3.380006e-03 	3.607570e-03 	3.632924e-03 	5.786431e+03 
17 	118484.230385 	3.457919e-01 	9.701229e-01 	5.389356e+00 	3.410875e-03 	3.641679e-03 	3.667478e-03 	5.646228e+03 
18 	123994.525350 	3.423095e-01 	9.617990e-01 	5.381032e+00 	3.441892e-03 	3.675967e-03 	3.702218e-03 	5.510295e+03 
19 	129373.010055 	3.388624e-01 	9.535298e-01 	5.372762e+00 	3.473056e-03 	3.710434e-03 	3.737143e-03 	5.378485e+03 
20 	134623.665676 	3.354503e-01 	9.453149e-01 	5.364546e+00 	3.504368e-03 	3.745081e-03 	3.772253e-03 	5.250656e+03 
21 	139750.337160 	3.320728e-01 	9.371537e-01 	5.356384e+00 	3.535825e-03 	3.779906e-03 	3.807549e-03 	5.126671e+03 
22 	144756.738403 	3.287296e-01 	9.290456e-01 	5.348275e+00 	3.567429e-03 	3.814911e-03 	3.843029e-03 	5.006401e+03 
23 	149646.457214 	3.254203e-01 	9.209902e-01 	5.340218e+00 	3.599179e-03 	3.850094e-03 	3.878695e-03 	4.889719e+03 
24 	154422.960072 	3.221445e-01 	9.129869e-01 	5.332214e+00 	3.631075e-03 	3.885456e-03 	3.914545e-03 	4.776503e+03 
25 	159089.596692 	3.189020e-01 	9.050352e-01 	5.324260e+00 	3.663116e-03 	3.920996e-03 	3.950580e-03 	4.666637e+03 
26 	163649.604405 	3.156924e-01 	8.971346e-01 	5.316358e+00 	3.695302e-03 	3.956714e-03 	3.986799e-03 	4.560008e+03 
27 	168106.112354 	3.125153e-01 	8.892847e-01 	5.308506e+00 	3.727632e-03 	3.992610e-03 	4.023203e-03 	4.456508e+03 
28 	172462.145531 	3.093704e-01 	8.814849e-01 	5.300705e+00 	3.760108e-03 	4.028684e-03 	4.059792e-03 	4.356033e+03 
29 	176720.628639 	3.062574e-01 	8.737347e-01 	5.292952e+00 	3.792727e-03 	4.064936e-03 	4.096564e-03 	4.258483e+03 
30 	180884.389805 	3.031760e-01 	8.660337e-01 	5.285249e+00 	3.825490e-03 	4.101365e-03 	4.133521e-03 	4.163761e+03 
