i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.072208 	6.051716 	0.947144 	0.002885 	0.003084 	0.003102 	0.010830 
1 	3891.640071 	7.148501e-02 	6.046346e+00 	9.417672e-01 	2.899471e-03 	3.099966e-03 	3.117601e-03 	3.890640e+03 
2 	7728.688084 	7.076881e-02 	6.040989e+00 	9.364033e-01 	2.913730e-03 	3.115956e-03 	3.133769e-03 	3.837048e+03 
3 	11512.955808 	7.005979e-02 	6.035648e+00 	9.310560e-01 	2.928032e-03 	3.132002e-03 	3.149995e-03 	3.784268e+03 
4 	15245.282410 	6.935788e-02 	6.030323e+00 	9.257251e-01 	2.942378e-03 	3.148103e-03 	3.166278e-03 	3.732327e+03 
5 	18926.491738 	6.866301e-02 	6.025015e+00 	9.204105e-01 	2.956767e-03 	3.164260e-03 	3.182618e-03 	3.681209e+03 
6 	22557.392453 	6.797512e-02 	6.019723e+00 	9.151122e-01 	2.971200e-03 	3.180474e-03 	3.199017e-03 	3.630901e+03 
7 	26138.778347 	6.729413e-02 	6.014448e+00 	9.098300e-01 	2.985676e-03 	3.196744e-03 	3.215473e-03 	3.581386e+03 
8 	29671.428655 	6.661997e-02 	6.009188e+00 	9.045639e-01 	3.000197e-03 	3.213071e-03 	3.231988e-03 	3.532650e+03 
9 	33156.108367 	6.595258e-02 	6.003944e+00 	8.993137e-01 	3.014761e-03 	3.229455e-03 	3.248561e-03 	3.484680e+03 
10 	36593.568520 	6.529187e-02 	5.998716e+00 	8.940793e-01 	3.029369e-03 	3.245896e-03 	3.265193e-03 	3.437460e+03 
11 	39984.546494 	6.463780e-02 	5.993504e+00 	8.888607e-01 	3.044022e-03 	3.262394e-03 	3.281884e-03 	3.390978e+03 
12 	43329.766296 	6.399029e-02 	5.988308e+00 	8.836577e-01 	3.058719e-03 	3.278950e-03 	3.298634e-03 	3.345220e+03 
13 	46629.938838 	6.334928e-02 	5.983127e+00 	8.784703e-01 	3.073460e-03 	3.295564e-03 	3.315444e-03 	3.300173e+03 
14 	49885.762206 	6.271469e-02 	5.977962e+00 	8.732983e-01 	3.088246e-03 	3.312235e-03 	3.332314e-03 	3.255823e+03 
15 	53097.921933 	6.208647e-02 	5.972812e+00 	8.681416e-01 	3.103077e-03 	3.328966e-03 	3.349243e-03 	3.212160e+03 
16 	56267.091250 	6.146455e-02 	5.967677e+00 	8.630002e-01 	3.117953e-03 	3.345754e-03 	3.366233e-03 	3.169169e+03 
17 	59393.931342 	6.084887e-02 	5.962557e+00 	8.578740e-01 	3.132874e-03 	3.362602e-03 	3.383284e-03 	3.126840e+03 
18 	62479.091598 	6.023937e-02 	5.957453e+00 	8.527628e-01 	3.147841e-03 	3.379509e-03 	3.400395e-03 	3.085160e+03 
19 	65523.209850 	5.963597e-02 	5.952363e+00 	8.476666e-01 	3.162852e-03 	3.396475e-03 	3.417567e-03 	3.044118e+03 
20 	68526.912608 	5.903863e-02 	5.947289e+00 	8.425853e-01 	3.177910e-03 	3.413500e-03 	3.434801e-03 	3.003703e+03 
21 	71490.815294 	5.844729e-02 	5.942229e+00 	8.375188e-01 	3.193013e-03 	3.430585e-03 	3.452096e-03 	2.963903e+03 
22 	74415.522465 	5.786187e-02 	5.937184e+00 	8.324670e-01 	3.208161e-03 	3.447731e-03 	3.469453e-03 	2.924707e+03 
23 	77301.628033 	5.728232e-02 	5.932153e+00 	8.274298e-01 	3.223356e-03 	3.464936e-03 	3.486872e-03 	2.886106e+03 
24 	80149.715482 	5.670859e-02 	5.927137e+00 	8.224071e-01 	3.238597e-03 	3.482202e-03 	3.504353e-03 	2.848087e+03 
25 	82960.358075 	5.614060e-02 	5.922136e+00 	8.173989e-01 	3.253884e-03 	3.499529e-03 	3.521897e-03 	2.810643e+03 
26 	85734.119063 	5.557832e-02 	5.917149e+00 	8.124050e-01 	3.269218e-03 	3.516917e-03 	3.539504e-03 	2.773761e+03 
27 	88471.551886 	5.502167e-02 	5.912176e+00 	8.074254e-01 	3.284598e-03 	3.534366e-03 	3.557173e-03 	2.737433e+03 
28 	91173.200365 	5.447061e-02 	5.907218e+00 	8.024600e-01 	3.300025e-03 	3.551876e-03 	3.574907e-03 	2.701648e+03 
29 	93839.598898 	5.392507e-02 	5.902273e+00 	7.975087e-01 	3.315499e-03 	3.569449e-03 	3.592704e-03 	2.666399e+03 
30 	96471.272645 	5.338500e-02 	5.897343e+00 	7.925715e-01 	3.331020e-03 	3.587083e-03 	3.610564e-03 	2.631674e+03 
31 	99068.737714 	5.285035e-02 	5.892426e+00 	7.876481e-01 	3.346588e-03 	3.604780e-03 	3.628489e-03 	2.597465e+03 
32 	101632.501338 	5.232106e-02 	5.887524e+00 	7.827386e-01 	3.362204e-03 	3.622539e-03 	3.646479e-03 	2.563764e+03 
33 	104163.062051 	5.179707e-02 	5.882635e+00 	7.778429e-01 	3.377866e-03 	3.640361e-03 	3.664533e-03 	2.530561e+03 
34 	106660.909858 	5.127834e-02 	5.877760e+00 	7.729609e-01 	3.393577e-03 	3.658246e-03 	3.682653e-03 	2.497848e+03 
35 	109126.526406 	5.076481e-02 	5.872899e+00 	7.680925e-01 	3.409335e-03 	3.676194e-03 	3.700837e-03 	2.465617e+03 
36 	111560.385146 	5.025643e-02 	5.868051e+00 	7.632377e-01 	3.425142e-03 	3.694206e-03 	3.719087e-03 	2.433859e+03 
37 	113962.951489 	4.975314e-02 	5.863217e+00 	7.583963e-01 	3.440996e-03 	3.712282e-03 	3.737403e-03 	2.402566e+03 
38 	116334.682971 	4.925490e-02 	5.858396e+00 	7.535683e-01 	3.456899e-03 	3.730422e-03 	3.755786e-03 	2.371731e+03 
39 	118676.029398 	4.876166e-02 	5.853588e+00 	7.487536e-01 	3.472850e-03 	3.748626e-03 	3.774234e-03 	2.341346e+03 
