i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.979779 	1.621714 	4.469575 	0.002960 	0.003189 	0.003216 	0.010830 
1 	16723.724433 	9.706371e-01 	1.605186e+00 	4.453070e+00 	3.014375e-03 	3.250929e-03 	3.278535e-03 	1.672272e+04 
2 	32572.985134 	9.615718e-01 	1.588783e+00 	4.436690e+00 	3.069939e-03 	3.313541e-03 	3.342162e-03 	1.584926e+04 
3 	47595.456221 	9.526057e-01 	1.572550e+00 	4.420479e+00 	3.126272e-03 	3.377099e-03 	3.406767e-03 	1.502247e+04 
4 	61837.304249 	9.437381e-01 	1.556484e+00 	4.404435e+00 	3.183374e-03 	3.441606e-03 	3.472356e-03 	1.424185e+04 
5 	75342.013480 	9.349679e-01 	1.540583e+00 	4.388557e+00 	3.241250e-03 	3.507071e-03 	3.538935e-03 	1.350471e+04 
6 	88150.516366 	9.262941e-01 	1.524847e+00 	4.372843e+00 	3.299903e-03 	3.573499e-03 	3.606514e-03 	1.280850e+04 
7 	100301.349192 	9.177157e-01 	1.509273e+00 	4.357291e+00 	3.359337e-03 	3.640897e-03 	3.675100e-03 	1.215083e+04 
8 	111830.798378 	9.092317e-01 	1.493860e+00 	4.341900e+00 	3.419555e-03 	3.709273e-03 	3.744700e-03 	1.152945e+04 
9 	122773.037547 	9.008412e-01 	1.478607e+00 	4.326668e+00 	3.480562e-03 	3.778633e-03 	3.815322e-03 	1.094224e+04 
10 	133160.255936 	8.925431e-01 	1.463510e+00 	4.311593e+00 	3.542358e-03 	3.848984e-03 	3.886974e-03 	1.038722e+04 
11 	143022.778723 	8.843364e-01 	1.448569e+00 	4.296674e+00 	3.604949e-03 	3.920331e-03 	3.959663e-03 	9.862523e+03 
12 	152389.179802 	8.762202e-01 	1.433783e+00 	4.281909e+00 	3.668336e-03 	3.992681e-03 	4.033395e-03 	9.366401e+03 
13 	161286.387471 	8.681935e-01 	1.419149e+00 	4.267296e+00 	3.732522e-03 	4.066040e-03 	4.108179e-03 	8.897208e+03 
14 	169739.783519 	8.602554e-01 	1.404666e+00 	4.252834e+00 	3.797510e-03 	4.140414e-03 	4.184020e-03 	8.453396e+03 
15 	177773.296119 	8.524050e-01 	1.390332e+00 	4.238522e+00 	3.863302e-03 	4.215809e-03 	4.260926e-03 	8.033513e+03 
16 	185409.486931 	8.446413e-01 	1.376146e+00 	4.224357e+00 	3.929901e-03 	4.292229e-03 	4.338902e-03 	7.636191e+03 
17 	192669.632789 	8.369634e-01 	1.362106e+00 	4.210338e+00 	3.997307e-03 	4.369681e-03 	4.417956e-03 	7.260146e+03 
18 	199573.802317 	8.293703e-01 	1.348212e+00 	4.196464e+00 	4.065523e-03 	4.448169e-03 	4.498094e-03 	6.904170e+03 
19 	206140.927807 	8.218613e-01 	1.334460e+00 	4.182733e+00 	4.134550e-03 	4.527698e-03 	4.579321e-03 	6.567125e+03 
20 	212388.872644 	8.144353e-01 	1.320850e+00 	4.169143e+00 	4.204390e-03 	4.608274e-03 	4.661644e-03 	6.247945e+03 
21 	218334.494580 	8.070916e-01 	1.307381e+00 	4.155694e+00 	4.275045e-03 	4.689900e-03 	4.745067e-03 	5.945622e+03 
22 	223993.705114 	7.998292e-01 	1.294051e+00 	4.142384e+00 	4.346514e-03 	4.772582e-03 	4.829597e-03 	5.659211e+03 
23 	229381.525226 	7.926472e-01 	1.280857e+00 	4.129211e+00 	4.418799e-03 	4.856322e-03 	4.915239e-03 	5.387820e+03 
24 	234512.137692 	7.855449e-01 	1.267800e+00 	4.116173e+00 	4.491901e-03 	4.941126e-03 	5.001998e-03 	5.130612e+03 
25 	239398.936207 	7.785213e-01 	1.254878e+00 	4.103271e+00 	4.565819e-03 	5.026997e-03 	5.089879e-03 	4.886799e+03 
26 	244054.571511 	7.715756e-01 	1.242088e+00 	4.090501e+00 	4.640555e-03 	5.113938e-03 	5.178887e-03 	4.655635e+03 
27 	248490.994699 	7.647070e-01 	1.229431e+00 	4.077862e+00 	4.716108e-03 	5.201953e-03 	5.269025e-03 	4.436423e+03 
28 	252719.497915 	7.579147e-01 	1.216903e+00 	4.065354e+00 	4.792478e-03 	5.291045e-03 	5.360298e-03 	4.228503e+03 
29 	256750.752565 	7.511977e-01 	1.204505e+00 	4.052975e+00 	4.869664e-03 	5.381217e-03 	5.452711e-03 	4.031255e+03 
30 	260594.845237 	7.445555e-01 	1.192235e+00 	4.040724e+00 	4.947667e-03 	5.472471e-03 	5.546267e-03 	3.844093e+03 
31 	264261.311435 	7.379870e-01 	1.180091e+00 	4.028598e+00 	5.026484e-03 	5.564810e-03 	5.640969e-03 	3.666466e+03 
32 	267759.167299 	7.314916e-01 	1.168072e+00 	4.016598e+00 	5.106116e-03 	5.658235e-03 	5.736822e-03 	3.497856e+03 
33 	271096.939414 	7.250684e-01 	1.156177e+00 	4.004721e+00 	5.186561e-03 	5.752750e-03 	5.833827e-03 	3.337772e+03 
34 	274282.692832 	7.187167e-01 	1.144404e+00 	3.992967e+00 	5.267817e-03 	5.848354e-03 	5.931989e-03 	3.185753e+03 
35 	277324.057422 	7.124357e-01 	1.132753e+00 	3.981333e+00 	5.349883e-03 	5.945051e-03 	6.031309e-03 	3.041365e+03 
