i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.148597 	6.027017 	0.895454 	0.002891 	0.003096 	0.003114 	0.010830 
1 	4399.247561 	1.471072e-01 	6.020803e+00 	8.892315e-01 	2.908583e-03 	3.115516e-03 	3.133926e-03 	4.398248e+03 
2 	8720.883478 	1.456307e-01 	6.014610e+00 	8.830309e-01 	2.925933e-03 	3.135006e-03 	3.153639e-03 	4.321636e+03 
3 	12967.422905 	1.441690e-01 	6.008445e+00 	8.768573e-01 	2.943335e-03 	3.154565e-03 	3.173421e-03 	4.246539e+03 
4 	17140.415183 	1.427220e-01 	6.002306e+00 	8.707105e-01 	2.960788e-03 	3.174191e-03 	3.193274e-03 	4.172992e+03 
5 	21241.372913 	1.412895e-01 	5.996194e+00 	8.645904e-01 	2.978293e-03 	3.193885e-03 	3.213197e-03 	4.100958e+03 
6 	25271.772581 	1.398715e-01 	5.990109e+00 	8.584968e-01 	2.995848e-03 	3.213648e-03 	3.233191e-03 	4.030400e+03 
7 	29233.055526 	1.384678e-01 	5.984049e+00 	8.524294e-01 	3.013455e-03 	3.233479e-03 	3.253255e-03 	3.961283e+03 
8 	33126.628890 	1.370782e-01 	5.978016e+00 	8.463880e-01 	3.031113e-03 	3.253379e-03 	3.273390e-03 	3.893573e+03 
9 	36953.866535 	1.357026e-01 	5.972009e+00 	8.403724e-01 	3.048822e-03 	3.273348e-03 	3.293596e-03 	3.827238e+03 
10 	40716.109932 	1.343408e-01 	5.966027e+00 	8.343824e-01 	3.066583e-03 	3.293386e-03 	3.313874e-03 	3.762243e+03 
11 	44414.669024 	1.329927e-01 	5.960071e+00 	8.284178e-01 	3.084396e-03 	3.313492e-03 	3.334222e-03 	3.698559e+03 
12 	48050.823066 	1.316582e-01 	5.954140e+00 	8.224784e-01 	3.102260e-03 	3.333669e-03 	3.354643e-03 	3.636154e+03 
13 	51625.821441 	1.303371e-01 	5.948234e+00 	8.165641e-01 	3.120175e-03 	3.353914e-03 	3.375135e-03 	3.574998e+03 
14 	55140.884445 	1.290293e-01 	5.942353e+00 	8.106745e-01 	3.138143e-03 	3.374230e-03 	3.395699e-03 	3.515063e+03 
15 	58597.204056 	1.277346e-01 	5.936496e+00 	8.048096e-01 	3.156162e-03 	3.394615e-03 	3.416335e-03 	3.456320e+03 
16 	61995.944681 	1.264530e-01 	5.930664e+00 	7.989691e-01 	3.174232e-03 	3.415070e-03 	3.437044e-03 	3.398741e+03 
17 	65338.243873 	1.251843e-01 	5.924856e+00 	7.931528e-01 	3.192355e-03 	3.435596e-03 	3.457825e-03 	3.342299e+03 
