i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	1.956832 	3.559260 	1.554976 	0.003110 	0.003557 	0.003616 	0.010830 
1 	46092.769319 	1.965540e+00 	3.543668e+00 	1.539310e+00 	3.145361e-03 	3.604592e-03 	3.665660e-03 	4.609177e+04 
2 	90804.862099 	1.974645e+00 	3.528187e+00 	1.523753e+00 	3.180068e-03 	3.652611e-03 	3.715917e-03 	4.471209e+04 
3 	134128.022794 	1.984059e+00 	3.512853e+00 	1.508343e+00 	3.214511e-03 	3.700688e-03 	3.766306e-03 	4.332316e+04 
4 	176051.405338 	1.993742e+00 	3.497664e+00 	1.493079e+00 	3.248729e-03 	3.748879e-03 	3.816886e-03 	4.192338e+04 
5 	216562.181555 	2.003647e+00 	3.482618e+00 	1.477957e+00 	3.282771e-03 	3.797251e-03 	3.867728e-03 	4.051078e+04 
6 	255646.801683 	2.013728e+00 	3.467712e+00 	1.462976e+00 	3.316692e-03 	3.845878e-03 	3.918912e-03 	3.908462e+04 
7 	293292.316452 	2.023933e+00 	3.452945e+00 	1.448134e+00 	3.350553e-03 	3.894846e-03 	3.970526e-03 	3.764551e+04 
8 	329487.669877 	2.034212e+00 	3.438314e+00 	1.433429e+00 	3.384422e-03 	3.944245e-03 	4.022667e-03 	3.619535e+04 
9 	364224.899684 	2.044511e+00 	3.423818e+00 	1.418859e+00 	3.418370e-03 	3.994174e-03 	4.075439e-03 	3.473723e+04 
10 	397500.186351 	2.054779e+00 	3.409455e+00 	1.404425e+00 	3.452471e-03 	4.044735e-03 	4.128951e-03 	3.327529e+04 
11 	429314.701336 	2.064964e+00 	3.395224e+00 	1.390123e+00 	3.486800e-03 	4.096035e-03 	4.183313e-03 	3.181451e+04 
12 	459675.219461 	2.075018e+00 	3.381124e+00 	1.375954e+00 	3.521433e-03 	4.148180e-03 	4.238642e-03 	3.036052e+04 
13 	488594.477947 	2.084896e+00 	3.367153e+00 	1.361917e+00 	3.556445e-03 	4.201279e-03 	4.295053e-03 	2.891926e+04 
14 	516091.282816 	2.094553e+00 	3.353312e+00 	1.348012e+00 	3.591910e-03 	4.255440e-03 	4.352660e-03 	2.749680e+04 
15 	542190.379806 	2.103952e+00 	3.339598e+00 	1.334236e+00 	3.627895e-03 	4.310770e-03 	4.411579e-03 	2.609910e+04 
16 	566922.121052 	2.113057e+00 	3.326013e+00 	1.320591e+00 	3.664469e-03 	4.367373e-03 	4.471922e-03 	2.473174e+04 
17 	590321.966849 	2.121839e+00 	3.312555e+00 	1.307076e+00 	3.701693e-03 	4.425350e-03 	4.533800e-03 	2.339985e+04 
18 	612429.866895 	2.130272e+00 	3.299223e+00 	1.293690e+00 	3.739625e-03 	4.484800e-03 	4.597320e-03 	2.210790e+04 
19 	633289.565213 	2.138334e+00 	3.286017e+00 	1.280433e+00 	3.778319e-03 	4.545820e-03 	4.662588e-03 	2.085970e+04 
20 	652947.869644 	2.146007e+00 	3.272938e+00 	1.267305e+00 	3.817825e-03 	4.608502e-03 	4.729709e-03 	1.965830e+04 
21 	671453.921125 	2.153278e+00 	3.259983e+00 	1.254305e+00 	3.858188e-03 	4.672939e-03 	4.798784e-03 	1.850605e+04 
22 	688858.491025 	2.160137e+00 	3.247153e+00 	1.241432e+00 	3.899449e-03 	4.739218e-03 	4.869913e-03 	1.740457e+04 
23 	705213.327530 	2.166575e+00 	3.234448e+00 	1.228687e+00 	3.941647e-03 	4.807428e-03 	4.943197e-03 	1.635484e+04 
24 	720570.565183 	2.172590e+00 	3.221866e+00 	1.216069e+00 	3.984817e-03 	4.877655e-03 	5.018735e-03 	1.535724e+04 
25 	734982.205690 	2.178178e+00 	3.209407e+00 	1.203578e+00 	4.028990e-03 	4.949987e-03 	5.096627e-03 	1.441164e+04 
26 	748499.672951 	2.183341e+00 	3.197071e+00 	1.191212e+00 	4.074196e-03 	5.024511e-03 	5.176974e-03 	1.351747e+04 
27 	761173.441864 	2.188080e+00 	3.184856e+00 	1.178971e+00 	4.120464e-03 	5.101315e-03 	5.259882e-03 	1.267377e+04 
28 	773052.737138 	2.192397e+00 	3.172763e+00 	1.166855e+00 	4.167818e-03 	5.180490e-03 	5.345456e-03 	1.187930e+04 
29 	784185.296966 	2.196299e+00 	3.160791e+00 	1.154863e+00 	4.216285e-03 	5.262128e-03 	5.433807e-03 	1.113256e+04 
30 	794617.195174 	2.199790e+00 	3.148938e+00 	1.142994e+00 	4.265888e-03 	5.346327e-03 	5.525050e-03 	1.043190e+04 
31 	804392.715043 	2.202877e+00 	3.137204e+00 	1.131248e+00 	4.316650e-03 	5.433186e-03 	5.619306e-03 	9.775520e+03 
32 	813554.268030 	2.205565e+00 	3.125588e+00 	1.119624e+00 	4.368595e-03 	5.522812e-03 	5.716701e-03 	9.161553e+03 
33 	822142.350896 	2.207863e+00 	3.114090e+00 	1.108121e+00 	4.421745e-03 	5.615315e-03 	5.817370e-03 	8.588083e+03 
34 	830195.535275 	2.209778e+00 	3.102708e+00 	1.096738e+00 	4.476123e-03 	5.710813e-03 	5.921455e-03 	8.053184e+03 
35 	837750.484354 	2.211316e+00 	3.091443e+00 	1.085476e+00 	4.531754e-03 	5.809432e-03 	6.029109e-03 	7.554949e+03 
36 	844841.992030 	2.212485e+00 	3.080292e+00 	1.074332e+00 	4.588660e-03 	5.911305e-03 	6.140494e-03 	7.091508e+03 
37 	851503.040638 	2.213291e+00 	3.069256e+00 	1.063308e+00 	4.646867e-03 	6.016576e-03 	6.255786e-03 	6.661049e+03 
38 	857764.874041 	2.213742e+00 	3.058334e+00 	1.052402e+00 	4.706401e-03 	6.125398e-03 	6.375171e-03 	6.261833e+03 
39 	863657.083623 	2.213844e+00 	3.047525e+00 	1.041613e+00 	4.767289e-03 	6.237938e-03 	6.498854e-03 	5.892210e+03 
40 	869207.705381 	2.213602e+00 	3.036828e+00 	1.030942e+00 	4.829560e-03 	6.354373e-03 	6.627054e-03 	5.550622e+03 
41 	874443.327074 	2.213021e+00 	3.026242e+00 	1.020388e+00 	4.893243e-03 	6.474899e-03 	6.760009e-03 	5.235622e+03 
42 	879389.205089 	2.212107e+00 	3.015768e+00 	1.009951e+00 	4.958371e-03 	6.599725e-03 	6.897977e-03 	4.945878e+03 
43 	884069.391527 	2.210863e+00 	3.005403e+00 	9.996301e-01 	5.024977e-03 	6.729081e-03 	7.041242e-03 	4.680186e+03 
44 	888506.872948 	2.209292e+00 	2.995149e+00 	9.894261e-01 	5.093098e-03 	6.863215e-03 	7.190111e-03 	4.437481e+03 
45 	892723.723357 	2.207396e+00 	2.985003e+00 	9.793390e-01 	5.162771e-03 	7.002403e-03 	7.344923e-03 	4.216850e+03 
46 	896741.275522 	2.205177e+00 	2.974967e+00 	9.693691e-01 	5.234037e-03 	7.146942e-03 	7.506047e-03 	4.017552e+03 
47 	900580.316709 	2.202635e+00 	2.965038e+00 	9.595171e-01 	5.306940e-03 	7.297161e-03 	7.673893e-03 	3.839041e+03 
48 	904261.317748 	2.199769e+00 	2.955218e+00 	9.497839e-01 	5.381526e-03 	7.453424e-03 	7.848909e-03 	3.681001e+03 
49 	907804.708412 	2.196576e+00 	2.945506e+00 	9.401707e-01 	5.457845e-03 	7.616129e-03 	8.031594e-03 	3.543391e+03 
50 	911231.218140 	2.193052e+00 	2.935901e+00 	9.306793e-01 	5.535950e-03 	7.785720e-03 	8.222501e-03 	3.426510e+03 
51 	914562.310435 	2.189191e+00 	2.926403e+00 	9.213118e-01 	5.615897e-03 	7.962688e-03 	8.422243e-03 	3.331092e+03 
52 	917820.753697 	2.184987e+00 	2.917012e+00 	9.120713e-01 	5.697746e-03 	8.147581e-03 	8.631506e-03 	3.258443e+03 
53 	921031.394617 	2.180429e+00 	2.907728e+00 	9.029613e-01 	5.781562e-03 	8.341009e-03 	8.851055e-03 	3.210641e+03 
54 	924222.238732 	2.175505e+00 	2.898551e+00 	8.939868e-01 	5.867413e-03 	8.543657e-03 	9.081751e-03 	3.190844e+03 
55 	927426.008393 	2.170201e+00 	2.889478e+00 	8.851538e-01 	5.955369e-03 	8.756290e-03 	9.324560e-03 	3.203770e+03 
56 	930682.464054 	2.164501e+00 	2.880509e+00 	8.764704e-01 	6.045506e-03 	8.979773e-03 	9.580574e-03 	3.256456e+03 
57 	934041.986304 	2.158387e+00 	2.871639e+00 	8.679467e-01 	6.137897e-03 	9.215083e-03 	9.851032e-03 	3.359522e+03 
58 	937571.319446 	2.151842e+00 	2.862860e+00 	8.595962e-01 	6.232616e-03 	9.463331e-03 	1.013735e-02 	3.529333e+03 
59 	941363.183346 	2.144855e+00 	2.854160e+00 	8.514364e-01 	6.329722e-03 	9.725790e-03 	1.044115e-02 	3.791864e+03 
60 	945553.155467 	2.137436e+00 	2.845510e+00 	8.434902e-01 	6.429244e-03 	1.000395e-02 	1.076437e-02 	4.189972e+03 
61 	950350.989311 	2.129644e+00 	2.836857e+00 	8.357882e-01 	6.531125e-03 	1.029962e-02 	1.110938e-02 	4.797834e+03 
62 	956102.304498 	2.121675e+00 	2.828090e+00 	8.283696e-01 	6.635085e-03 	1.061520e-02 	1.147936e-02 	5.751315e+03 
63 	963417.020846 	2.114108e+00 	2.818958e+00 	8.212783e-01 	6.740209e-03 	1.095442e-02 	1.187952e-02 	7.314716e+03 
64 	973434.590769 	2.108709e+00 	2.808826e+00 	8.145115e-01 	6.843692e-03 	1.132593e-02 	1.232200e-02 	1.001757e+04 
65 	988077.209019 	2.111281e+00 	2.795677e+00 	8.074828e-01 	6.938994e-03 	1.177233e-02 	1.286408e-02 	1.464262e+04 
66 	1005155.805867 	2.132153e+00 	2.771321e+00 	7.931504e-01 	7.069958e-03 	1.278460e-02 	1.412480e-02 	1.707860e+04 
67 	1008625.148107 	2.133917e+00 	2.756295e+00 	7.820654e-01 	7.198460e-03 	1.387147e-02 	1.548604e-02 	3.469342e+03 
68 	1010218.145882 	2.131080e+00 	2.745867e+00 	7.740814e-01 	7.293805e-03 	1.504131e-02 	1.696984e-02 	1.592998e+03 
69 	1012444.784032 	2.123051e+00 	2.733774e+00 	7.663406e-01 	7.293805e-03 	1.504131e-02 	1.696984e-02 	2.226638e+03 
