i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	1.816040 	0.428938 	4.826090 	0.003047 	0.003349 	0.003393 	0.010830 
1 	30416.232327 	1.815343e+00 	4.246509e-01 	4.821752e+00 	3.060007e-03 	3.363670e-03 	3.408411e-03 	3.041523e+04 
2 	60526.626882 	1.814662e+00 	4.204044e-01 	4.817453e+00 	3.072765e-03 	3.378652e-03 	3.423827e-03 	3.011039e+04 
3 	90337.825003 	1.813993e+00 	4.162007e-01 	4.813197e+00 	3.085459e-03 	3.393568e-03 	3.439177e-03 	2.981120e+04 
4 	119855.425529 	1.813337e+00 	4.120391e-01 	4.808982e+00 	3.098090e-03 	3.408417e-03 	3.454460e-03 	2.951760e+04 
5 	149084.888372 	1.812694e+00 	4.079193e-01 	4.804808e+00 	3.110657e-03 	3.423198e-03 	3.469676e-03 	2.922946e+04 
6 	178031.538231 	1.812063e+00 	4.038409e-01 	4.800676e+00 	3.123160e-03 	3.437912e-03 	3.484825e-03 	2.894665e+04 
7 	206700.568536 	1.811444e+00 	3.998034e-01 	4.796583e+00 	3.135600e-03 	3.452557e-03 	3.499907e-03 	2.866903e+04 
8 	235097.045272 	1.810836e+00 	3.958065e-01 	4.792531e+00 	3.147976e-03 	3.467135e-03 	3.514920e-03 	2.839648e+04 
9 	263225.910672 	1.810240e+00 	3.918497e-01 	4.788518e+00 	3.160288e-03 	3.481644e-03 	3.529866e-03 	2.812887e+04 
10 	291091.986801 	1.809654e+00 	3.879326e-01 	4.784545e+00 	3.172536e-03 	3.496085e-03 	3.544744e-03 	2.786608e+04 
11 	318699.979010 	1.809079e+00 	3.840548e-01 	4.780610e+00 	3.184720e-03 	3.510458e-03 	3.559553e-03 	2.760799e+04 
12 	346054.479301 	1.808515e+00 	3.802160e-01 	4.776714e+00 	3.196841e-03 	3.524762e-03 	3.574294e-03 	2.735450e+04 
13 	373159.969560 	1.807960e+00 	3.764156e-01 	4.772855e+00 	3.208897e-03 	3.538997e-03 	3.588966e-03 	2.710549e+04 
14 	400020.824709 	1.807415e+00 	3.726534e-01 	4.769035e+00 	3.220890e-03 	3.553164e-03 	3.603570e-03 	2.686086e+04 
15 	426641.315742 	1.806879e+00 	3.689289e-01 	4.765251e+00 	3.232819e-03 	3.567262e-03 	3.618105e-03 	2.662049e+04 
16 	453025.612676 	1.806352e+00 	3.652418e-01 	4.761505e+00 	3.244684e-03 	3.581291e-03 	3.632571e-03 	2.638430e+04 
17 	479177.787404 	1.805834e+00 	3.615917e-01 	4.757794e+00 	3.256486e-03 	3.595251e-03 	3.646969e-03 	2.615217e+04 
18 	505101.816455 	1.805325e+00 	3.579782e-01 	4.754120e+00 	3.268224e-03 	3.609142e-03 	3.661297e-03 	2.592403e+04 
19 	530801.583677 	1.804823e+00 	3.544009e-01 	4.750482e+00 	3.279898e-03 	3.622964e-03 	3.675556e-03 	2.569977e+04 
20 	556280.882825 	1.804330e+00 	3.508595e-01 	4.746879e+00 	3.291509e-03 	3.636717e-03 	3.689746e-03 	2.547930e+04 
21 	581543.420079 	1.803844e+00 	3.473536e-01 	4.743311e+00 	3.303057e-03 	3.650401e-03 	3.703867e-03 	2.526254e+04 
