i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	4.835837 	4.863606 	0.300557 	0.001115 	0.001296 	0.001319 	0 
1 	92594.946426 	4.835889e+00 	4.860582e+00 	2.975429e-01 	1.117303e-03 	1.299417e-03 	1.322475e-03 	9.259395e+04 
2 	183650.926954 	4.835931e+00 	4.857588e+00 	2.945576e-01 	1.119640e-03 	1.302835e-03 	1.326061e-03 	9.105598e+04 
3 	273200.557635 	4.835965e+00 	4.854623e+00 	2.916024e-01 	1.121964e-03 	1.306238e-03 	1.329632e-03 	8.954963e+04 
4 	361275.460681 	4.835989e+00 	4.851688e+00 	2.886770e-01 	1.124275e-03 	1.309627e-03 	1.333189e-03 	8.807490e+04 
5 	447906.469158 	4.836006e+00 	4.848782e+00 	2.857810e-01 	1.126572e-03 	1.313001e-03 	1.336731e-03 	8.663101e+04 
6 	533123.644103 	4.836014e+00 	4.845906e+00 	2.829141e-01 	1.128857e-03 	1.316361e-03 	1.340258e-03 	8.521717e+04 
7 	616956.297076 	4.836015e+00 	4.843058e+00 	2.800761e-01 	1.131128e-03 	1.319705e-03 	1.343770e-03 	8.383265e+04 
8 	699433.015805 	4.836009e+00 	4.840238e+00 	2.772667e-01 	1.133386e-03 	1.323035e-03 	1.347267e-03 	8.247672e+04 
9 	780581.687387 	4.835995e+00 	4.837447e+00 	2.744856e-01 	1.135632e-03 	1.326350e-03 	1.350749e-03 	8.114867e+04 
10 	860429.512209 	4.835974e+00 	4.834684e+00 	2.717325e-01 	1.137863e-03 	1.329649e-03 	1.354215e-03 	7.984782e+04 
11 	939003.009330 	4.835947e+00 	4.831948e+00 	2.690071e-01 	1.140082e-03 	1.332934e-03 	1.357667e-03 	7.857350e+04 
12 	1016328.025660 	4.835913e+00 	4.829239e+00 	2.663091e-01 	1.142288e-03 	1.336203e-03 	1.361103e-03 	7.732502e+04 
13 	1092429.763292 	4.835873e+00 	4.826558e+00 	2.636383e-01 	1.144480e-03 	1.339456e-03 	1.364523e-03 	7.610174e+04 
14 	1167332.823497 	4.835827e+00 	4.823903e+00 	2.609943e-01 	1.146659e-03 	1.342695e-03 	1.367928e-03 	7.490306e+04 
15 	1241061.242605 	4.835776e+00 	4.821275e+00 	2.583770e-01 	1.148825e-03 	1.345918e-03 	1.371318e-03 	7.372842e+04 
16 	1313638.490178 	4.835718e+00 	4.818673e+00 	2.557859e-01 	1.150977e-03 	1.349125e-03 	1.374691e-03 	7.257725e+04 
17 	1385087.429236 	4.835656e+00 	4.816097e+00 	2.532210e-01 	1.153116e-03 	1.352317e-03 	1.378049e-03 	7.144894e+04 
18 	1455430.283087 	4.835588e+00 	4.813547e+00 	2.506819e-01 	1.155242e-03 	1.355493e-03 	1.381391e-03 	7.034285e+04 
19 	1524688.667981 	4.835516e+00 	4.811022e+00 	2.481683e-01 	1.157355e-03 	1.358654e-03 	1.384718e-03 	6.925838e+04 
20 	1592883.704838 	4.835439e+00 	4.808522e+00 	2.456799e-01 	1.159455e-03 	1.361799e-03 	1.388028e-03 	6.819504e+04 
21 	1660036.142118 	4.835358e+00 	4.806048e+00 	2.432167e-01 	1.161541e-03 	1.364927e-03 	1.391322e-03 	6.715244e+04 
22 	1726166.379063 	4.835273e+00 	4.803598e+00 	2.407781e-01 	1.163614e-03 	1.368040e-03 	1.394600e-03 	6.613024e+04 
23 	1791294.333387 	4.835183e+00 	4.801172e+00 	2.383642e-01 	1.165674e-03 	1.371137e-03 	1.397861e-03 	6.512795e+04 
24 	1855439.230049 	4.835090e+00 	4.798771e+00 	2.359745e-01 	1.167720e-03 	1.374219e-03 	1.401107e-03 	6.414490e+04 
25 	1918619.494458 	4.834994e+00 	4.796393e+00 	2.336088e-01 	1.169753e-03 	1.377284e-03 	1.404336e-03 	6.318026e+04 
26 	1980852.904820 	4.834894e+00 	4.794040e+00 	2.312669e-01 	1.171773e-03 	1.380332e-03 	1.407549e-03 	6.223341e+04 
27 	2042156.978116 	4.834791e+00 	4.791709e+00 	2.289485e-01 	1.173779e-03 	1.383365e-03 	1.410745e-03 	6.130407e+04 
28 	2102549.347701 	4.834685e+00 	4.789402e+00 	2.266535e-01 	1.175772e-03 	1.386382e-03 	1.413924e-03 	6.039237e+04 
29 	2162047.814638 	4.834576e+00 	4.787118e+00 	2.243815e-01 	1.177752e-03 	1.389382e-03 	1.417087e-03 	5.949847e+04 
30 	2220669.921044 	4.834465e+00 	4.784857e+00 	2.221324e-01 	1.179719e-03 	1.392366e-03 	1.420234e-03 	5.862211e+04 
31 	2278432.230281 	4.834352e+00 	4.782618e+00 	2.199059e-01 	1.181672e-03 	1.395333e-03 	1.423363e-03 	5.776231e+04 
32 	2335349.787160 	4.834237e+00 	4.780402e+00 	2.177017e-01 	1.183612e-03 	1.398284e-03 	1.426476e-03 	5.691756e+04 
33 	2391436.243046 	4.834119e+00 	4.778207e+00 	2.155197e-01 	1.185539e-03 	1.401218e-03 	1.429572e-03 	5.608646e+04 
34 	2446704.786389 	4.834001e+00 	4.776035e+00 	2.133595e-01 	1.187452e-03 	1.404136e-03 	1.432651e-03 	5.526854e+04 
35 	2501169.474743 	4.833880e+00 	4.773884e+00 	2.112211e-01 	1.189352e-03 	1.407038e-03 	1.435713e-03 	5.446469e+04 
36 	2554846.157354 	4.833758e+00 	4.771754e+00 	2.091043e-01 	1.191238e-03 	1.409922e-03 	1.438758e-03 	5.367668e+04 
37 	2607752.224507 	4.833636e+00 	4.769646e+00 	2.070087e-01 	1.193112e-03 	1.412790e-03 	1.441786e-03 	5.290607e+04 
38 	2659904.986199 	4.833512e+00 	4.767559e+00 	2.049343e-01 	1.194971e-03 	1.415641e-03 	1.444796e-03 	5.215276e+04 
39 	2711319.316756 	4.833389e+00 	4.765493e+00 	2.028807e-01 	1.196818e-03 	1.418475e-03 	1.447790e-03 	5.141433e+04 
40 	2762005.865348 	4.833265e+00 	4.763447e+00 	2.008475e-01 	1.198651e-03 	1.421292e-03 	1.450766e-03 	5.068655e+04 
41 	2811971.184671 	4.833140e+00 	4.761421e+00 	1.988347e-01 	1.200470e-03 	1.424093e-03 	1.453724e-03 	4.996532e+04 
42 	2861220.332812 	4.833015e+00 	4.759415e+00 	1.968420e-01 	1.202277e-03 	1.426877e-03 	1.456666e-03 	4.924915e+04 
43 	2909761.089178 	4.832891e+00 	4.757430e+00 	1.948692e-01 	1.204070e-03 	1.429644e-03 	1.459590e-03 	4.854076e+04 
44 	2957607.680890 	4.832766e+00 	4.755464e+00 	1.929165e-01 	1.205850e-03 	1.432393e-03 	1.462497e-03 	4.784659e+04 
45 	3004781.706240 	4.832643e+00 	4.753518e+00 	1.909837e-01 	1.207616e-03 	1.435125e-03 	1.465385e-03 	4.717403e+04 
46 	3051308.994987 	4.832521e+00 	4.751592e+00 	1.890706e-01 	1.209368e-03 	1.437839e-03 	1.468255e-03 	4.652729e+04 
