i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	2.999344 	2.128967 	4.871689 	0.001049 	0.001111 	0.001117 	0 
1 	964312.740510 	3.001857e+00 	2.107547e+00 	4.850301e+00 	1.062834e-03 	1.126325e-03 	1.132636e-03 	9.643117e+05 
2 	1903530.906022 	3.004757e+00 	2.086303e+00 	4.829090e+00 	1.076306e-03 	1.141415e-03 	1.147937e-03 	9.392182e+05 
3 	2818606.823505 	3.008007e+00 	2.065276e+00 	4.808096e+00 	1.089749e-03 	1.156503e-03 	1.163239e-03 	9.150759e+05 
4 	3710446.215290 	3.011604e+00 	2.044464e+00 	4.787317e+00 	1.103157e-03 	1.171582e-03 	1.178539e-03 	8.918394e+05 
5 	4579896.839631 	3.015545e+00 	2.023864e+00 	4.766750e+00 	1.116525e-03 	1.186648e-03 	1.193831e-03 	8.694506e+05 
6 	5427750.704699 	3.019827e+00 	2.003475e+00 	4.746393e+00 	1.129848e-03 	1.201694e-03 	1.209108e-03 	8.478539e+05 
7 	6254746.375979 	3.024446e+00 	1.983293e+00 	4.726244e+00 	1.143120e-03 	1.216715e-03 	1.224367e-03 	8.269957e+05 
8 	7061571.228296 	3.029396e+00 	1.963316e+00 	4.706299e+00 	1.156339e-03 	1.231708e-03 	1.239603e-03 	8.068249e+05 
9 	7848863.660509 	3.034673e+00 	1.943542e+00 	4.686558e+00 	1.169498e-03 	1.246667e-03 	1.254811e-03 	7.872924e+05 
10 	8617215.292381 	3.040270e+00 	1.923969e+00 	4.667016e+00 	1.182594e-03 	1.261589e-03 	1.269987e-03 	7.683516e+05 
11 	9367173.162176 	3.046179e+00 	1.904593e+00 	4.647673e+00 	1.195624e-03 	1.276470e-03 	1.285129e-03 	7.499579e+05 
12 	10099241.942178 	3.052393e+00 	1.885413e+00 	4.628524e+00 	1.208585e-03 	1.291308e-03 	1.300233e-03 	7.320688e+05 
13 	10813886.187503 	3.058902e+00 	1.866427e+00 	4.609570e+00 	1.221474e-03 	1.306099e-03 	1.315296e-03 	7.146442e+05 
14 	11511532.631221 	3.065697e+00 	1.847631e+00 	4.590806e+00 	1.234289e-03 	1.320841e-03 	1.330318e-03 	6.976464e+05 
15 	12192572.535933 	3.072766e+00 	1.829025e+00 	4.572230e+00 	1.247029e-03 	1.335534e-03 	1.345296e-03 	6.810399e+05 
16 	12857364.108582 	3.080098e+00 	1.810605e+00 	4.553841e+00 	1.259693e-03 	1.350175e-03 	1.360229e-03 	6.647916e+05 
17 	13506234.981394 	3.087681e+00 	1.792369e+00 	4.535637e+00 	1.272280e-03 	1.364766e-03 	1.375118e-03 	6.488709e+05 
18 	14139484.757616 	3.095500e+00 	1.774316e+00 	4.517614e+00 	1.284791e-03 	1.379307e-03 	1.389964e-03 	6.332498e+05 
19 	14757387.616200 	3.103541e+00 	1.756442e+00 	4.499772e+00 	1.297228e-03 	1.393798e-03 	1.404766e-03 	6.179029e+05 
20 	15360194.964910 	3.111789e+00 	1.738747e+00 	4.482107e+00 	1.309590e-03 	1.408242e-03 	1.419529e-03 	6.028073e+05 
21 	15948138.126804 	3.120228e+00 	1.721228e+00 	4.464619e+00 	1.321881e-03 	1.422641e-03 	1.434253e-03 	5.879432e+05 
22 	16521431.040651 	3.128841e+00 	1.703883e+00 	4.447304e+00 	1.334103e-03 	1.436998e-03 	1.448942e-03 	5.732929e+05 
23 	17080272.952106 	3.137612e+00 	1.686709e+00 	4.430162e+00 	1.346260e-03 	1.451316e-03 	1.463600e-03 	5.588419e+05 
24 	17624851.069265 	3.146523e+00 	1.669706e+00 	4.413190e+00 	1.358355e-03 	1.465600e-03 	1.478231e-03 	5.445781e+05 
25 	18155343.154015 	3.155555e+00 	1.652872e+00 	4.396386e+00 	1.370393e-03 	1.479855e-03 	1.492841e-03 	5.304921e+05 
26 	18671920.019398 	3.164691e+00 	1.636203e+00 	4.379748e+00 	1.382378e-03 	1.494086e-03 	1.507434e-03 	5.165769e+05 
27 	19174747.903138 	3.173912e+00 	1.619700e+00 	4.363276e+00 	1.394316e-03 	1.508299e-03 	1.522017e-03 	5.028279e+05 
28 	19663990.688640 	3.183199e+00 	1.603359e+00 	4.346967e+00 	1.406212e-03 	1.522500e-03 	1.536596e-03 	4.892428e+05 
29 	20139811.947060 	3.192535e+00 	1.587180e+00 	4.330819e+00 	1.418073e-03 	1.536695e-03 	1.551178e-03 	4.758213e+05 
30 	20602376.777412 	3.201900e+00 	1.571160e+00 	4.314831e+00 	1.429904e-03 	1.550892e-03 	1.565770e-03 	4.625648e+05 
