i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	5.318986 	2.319304 	2.361710 	0.001131 	0.001321 	0.001351 	0 
1 	452815.214419 	5.315441e+00 	2.295632e+00 	2.339267e+00 	1.151443e-03 	1.350000e-03 	1.382229e-03 	4.528142e+05 
2 	879820.622898 	5.311423e+00 	2.272132e+00 	2.317172e+00 	1.172058e-03 	1.379932e-03 	1.414158e-03 	4.270054e+05 
3 	1283221.327358 	5.306986e+00 	2.248898e+00 	2.295522e+00 	1.193091e-03 	1.410758e-03 	1.447115e-03 	4.034007e+05 
4 	1665219.629207 	5.302134e+00 	2.225931e+00 	2.274349e+00 	1.214536e-03 	1.442493e-03 	1.481120e-03 	3.819983e+05 
5 	2027920.148990 	5.296864e+00 	2.203232e+00 	2.253686e+00 	1.236385e-03 	1.475147e-03 	1.516192e-03 	3.627005e+05 
6 	2373344.715258 	5.291171e+00 	2.180802e+00 	2.233574e+00 	1.258626e-03 	1.508723e-03 	1.552340e-03 	3.454246e+05 
7 	2703449.997732 	5.285048e+00 	2.158643e+00 	2.214062e+00 	1.281243e-03 	1.543214e-03 	1.589566e-03 	3.301053e+05 
8 	3020146.224207 	5.278486e+00 	2.136756e+00 	2.195208e+00 	1.304212e-03 	1.578601e-03 	1.627855e-03 	3.166962e+05 
9 	3325317.119496 	5.271467e+00 	2.115144e+00 	2.177085e+00 	1.327501e-03 	1.614849e-03 	1.667174e-03 	3.051709e+05 
10 	3620841.061664 	5.263973e+00 	2.093808e+00 	2.159779e+00 	1.351068e-03 	1.651898e-03 	1.707464e-03 	2.955239e+05 
11 	3908613.075779 	5.255979e+00 	2.072751e+00 	2.143392e+00 	1.374857e-03 	1.689660e-03 	1.748634e-03 	2.877720e+05 
12 	4190566.539499 	5.247451e+00 	2.051975e+00 	2.128050e+00 	1.398797e-03 	1.728011e-03 	1.790549e-03 	2.819535e+05 
13 	4468692.088001 	5.238350e+00 	2.031482e+00 	2.113899e+00 	1.422798e-03 	1.766780e-03 	1.833022e-03 	2.781255e+05 
14 	4745048.779123 	5.228628e+00 	2.011270e+00 	2.101115e+00 	1.446750e-03 	1.805743e-03 	1.875801e-03 	2.763567e+05 
15 	5021758.652614 	5.218227e+00 	1.991339e+00 	2.089897e+00 	1.470520e-03 	1.844614e-03 	1.918565e-03 	2.767099e+05 
16 	5300970.160885 	5.207085e+00 	1.971679e+00 	2.080468e+00 	1.493954e-03 	1.883047e-03 	1.960913e-03 	2.792115e+05 
17 	5584769.547577 	5.195133e+00 	1.952278e+00 	2.073063e+00 	1.516882e-03 	1.920640e-03 	2.002383e-03 	2.837994e+05 
18 	5875016.241446 	5.182308e+00 	1.933114e+00 	2.067907e+00 	1.539130e-03 	1.956963e-03 	2.042472e-03 	2.902467e+05 
19 	6173088.554687 	5.168560e+00 	1.914158e+00 	2.065181e+00 	1.560542e-03 	1.991603e-03 	2.080693e-03 	2.980723e+05 
20 	6479563.744453 	5.153877e+00 	1.895374e+00 	2.064980e+00 	1.581000e-03 	2.024230e-03 	2.116650e-03 	3.064752e+05 
21 	6793925.895221 	5.138292e+00 	1.876726e+00 	2.067270e+00 	1.600455e-03 	2.054657e-03 	2.150112e-03 	3.143622e+05 
22 	7114459.127563 	5.121902e+00 	1.858184e+00 	2.071867e+00 	1.618931e-03 	2.082886e-03 	2.181065e-03 	3.205332e+05 
23 	7438458.159412 	5.104856e+00 	1.839733e+00 	2.078458e+00 	1.636523e-03 	2.109094e-03 	2.209704e-03 	3.239990e+05 
24 	7762729.443313 	5.087336e+00 	1.821373e+00 	2.086655e+00 	1.653369e-03 	2.133579e-03 	2.236364e-03 	3.242713e+05 
25 	8084174.183527 	5.069523e+00 	1.803116e+00 	2.096059e+00 	1.669616e-03 	2.156681e-03 	2.261436e-03 	3.214447e+05 
26 	8400216.546292 	5.051579e+00 	1.784978e+00 	2.106316e+00 	1.685400e-03 	2.178723e-03 	2.285292e-03 	3.160424e+05 
27 	8708977.898387 	5.033633e+00 	1.766977e+00 	2.117143e+00 	1.700834e-03 	2.199974e-03 	2.308243e-03 	3.087614e+05 
28 	9009246.887881 	5.015778e+00 	1.749126e+00 	2.128327e+00 	1.716002e-03 	2.220640e-03 	2.330528e-03 	3.002690e+05 
29 	9300349.276207 	4.998079e+00 	1.731434e+00 	2.139715e+00 	1.730966e-03 	2.240873e-03 	2.352322e-03 	2.911024e+05 
30 	9581999.028832 	4.980577e+00 	1.713909e+00 	2.151204e+00 	1.745770e-03 	2.260777e-03 	2.373749e-03 	2.816498e+05 
31 	9854170.846132 	4.963300e+00 	1.696555e+00 	2.162724e+00 	1.760442e-03 	2.280426e-03 	2.394894e-03 	2.721718e+05 
32 	10117004.970460 	4.946262e+00 	1.679373e+00 	2.174226e+00 	1.775003e-03 	2.299869e-03 	2.415812e-03 	2.628341e+05 
33 	10370741.336212 	4.929472e+00 	1.662364e+00 	2.185682e+00 	1.789466e-03 	2.319140e-03 	2.436544e-03 	2.537364e+05 
34 	10615676.085835 	4.912933e+00 	1.645527e+00 	2.197069e+00 	1.803841e-03 	2.338260e-03 	2.457115e-03 	2.449347e+05 
35 	10852133.712976 	4.896647e+00 	1.628862e+00 	2.208375e+00 	1.818133e-03 	2.357245e-03 	2.477542e-03 	2.364576e+05 
36 	11080449.612044 	4.880612e+00 	1.612369e+00 	2.219593e+00 	1.832346e-03 	2.376103e-03 	2.497837e-03 	2.283159e+05 
37 	11300959.367725 	4.864826e+00 	1.596044e+00 	2.230715e+00 	1.846482e-03 	2.394841e-03 	2.518005e-03 	2.205098e+05 
38 	11513992.338291 	4.849284e+00 	1.579888e+00 	2.241740e+00 	1.860543e-03 	2.413464e-03 	2.538053e-03 	2.130330e+05 
39 	11719867.946269 	4.833983e+00 	1.563898e+00 	2.252665e+00 	1.874529e-03 	2.431973e-03 	2.557983e-03 	2.058756e+05 
40 	11918893.663669 	4.818920e+00 	1.548072e+00 	2.263489e+00 	1.888441e-03 	2.450370e-03 	2.577796e-03 	1.990257e+05 
41 	12111364.050512 	4.804089e+00 	1.532409e+00 	2.274212e+00 	1.902280e-03 	2.468656e-03 	2.597494e-03 	1.924704e+05 
42 	12297560.442359 	4.789487e+00 	1.516908e+00 	2.284835e+00 	1.916044e-03 	2.486832e-03 	2.617077e-03 	1.861964e+05 
43 	12477751.032385 	4.775109e+00 	1.501566e+00 	2.295357e+00 	1.929735e-03 	2.504896e-03 	2.636544e-03 	1.801906e+05 
44 	12652191.187986 	4.760952e+00 	1.486383e+00 	2.305779e+00 	1.943350e-03 	2.522849e-03 	2.655896e-03 	1.744402e+05 
45 	12821123.901359 	4.747010e+00 	1.471355e+00 	2.316102e+00 	1.956891e-03 	2.540691e-03 	2.675131e-03 	1.689327e+05 
46 	12984780.311019 	4.733280e+00 	1.456482e+00 	2.326327e+00 	1.970356e-03 	2.558421e-03 	2.694250e-03 	1.636564e+05 
47 	13143380.254900 	4.719757e+00 	1.441762e+00 	2.336454e+00 	1.983746e-03 	2.576039e-03 	2.713251e-03 	1.585999e+05 
48 	13297132.830677 	4.706438e+00 	1.427193e+00 	2.346485e+00 	1.997060e-03 	2.593544e-03 	2.732135e-03 	1.537526e+05 
49 	13446236.948464 	4.693319e+00 	1.412774e+00 	2.356421e+00 	2.010297e-03 	2.610935e-03 	2.750899e-03 	1.491041e+05 
50 	13590881.867076 	4.680396e+00 	1.398503e+00 	2.366261e+00 	2.023457e-03 	2.628212e-03 	2.769544e-03 	1.446449e+05 
51 	13731247.708880 	4.667665e+00 	1.384379e+00 	2.376008e+00 	2.036541e-03 	2.645375e-03 	2.788069e-03 	1.403658e+05 
52 	13867505.950679 	4.655122e+00 	1.370399e+00 	2.385663e+00 	2.049546e-03 	2.662423e-03 	2.806473e-03 	1.362582e+05 
53 	13999819.889633 	4.642765e+00 	1.356563e+00 	2.395225e+00 	2.062473e-03 	2.679356e-03 	2.824756e-03 	1.323139e+05 
54 	14128345.084122 	4.630589e+00 	1.342869e+00 	2.404697e+00 	2.075323e-03 	2.696172e-03 	2.842917e-03 	1.285252e+05 
55 	14253229.770086 	4.618591e+00 	1.329315e+00 	2.414079e+00 	2.088093e-03 	2.712873e-03 	2.860955e-03 	1.248847e+05 
56 	14374615.253695 	4.606769e+00 	1.315901e+00 	2.423372e+00 	2.100784e-03 	2.729456e-03 	2.878870e-03 	1.213855e+05 
57 	14492636.281401 	4.595118e+00 	1.302623e+00 	2.432578e+00 	2.113397e-03 	2.745923e-03 	2.896661e-03 	1.180210e+05 
58 	14607421.388487 	4.583635e+00 	1.289482e+00 	2.441696e+00 	2.125929e-03 	2.762272e-03 	2.914328e-03 	1.147851e+05 
59 	14719093.227419 	4.572318e+00 	1.276475e+00 	2.450728e+00 	2.138382e-03 	2.778503e-03 	2.931870e-03 	1.116718e+05 
60 	14827768.876915 	4.561163e+00 	1.263602e+00 	2.459676e+00 	2.150754e-03 	2.794616e-03 	2.949287e-03 	1.086756e+05 
61 	14933560.133116 	4.550168e+00 	1.250860e+00 	2.468539e+00 	2.163046e-03 	2.810610e-03 	2.966579e-03 	1.057913e+05 
62 	15036573.783828 	4.539329e+00 	1.238248e+00 	2.477319e+00 	2.175258e-03 	2.826486e-03 	2.983744e-03 	1.030137e+05 
63 	15136911.866897 	4.528644e+00 	1.225766e+00 	2.486016e+00 	2.187388e-03 	2.842243e-03 	3.000783e-03 	1.003381e+05 
64 	15234671.913693 	4.518110e+00 	1.213411e+00 	2.494632e+00 	2.199438e-03 	2.857881e-03 	3.017695e-03 	9.776005e+04 
65 	15329947.178638 	4.507724e+00 	1.201182e+00 	2.503168e+00 	2.211407e-03 	2.873399e-03 	3.034480e-03 	9.527526e+04 
66 	15422826.855649 	4.497484e+00 	1.189078e+00 	2.511623e+00 	2.223294e-03 	2.888798e-03 	3.051137e-03 	9.287968e+04 
67 	15513396.282247 	4.487387e+00 	1.177098e+00 	2.520000e+00 	2.235099e-03 	2.904077e-03 	3.067667e-03 	9.056943e+04 
68 	15601737.132228 	4.477431e+00 	1.165240e+00 	2.528299e+00 	2.246823e-03 	2.919236e-03 	3.084069e-03 	8.834085e+04 
69 	15687927.597482 	4.467613e+00 	1.153504e+00 	2.536521e+00 	2.258465e-03 	2.934275e-03 	3.100342e-03 	8.619047e+04 
70 	15772042.559667 	4.457930e+00 	1.141887e+00 	2.544667e+00 	2.270025e-03 	2.949194e-03 	3.116488e-03 	8.411496e+04 
71 	15854153.752381 	4.448381e+00 	1.130388e+00 	2.552738e+00 	2.281503e-03 	2.963993e-03 	3.132504e-03 	8.211119e+04 
72 	15934329.914385 	4.438962e+00 	1.119007e+00 	2.560734e+00 	2.292898e-03 	2.978672e-03 	3.148393e-03 	8.017616e+04 
73 	16012636.934438 	4.429673e+00 	1.107742e+00 	2.568656e+00 	2.304212e-03 	2.993231e-03 	3.164152e-03 	7.830702e+04 
74 	16089137.988243 	4.420510e+00 	1.096592e+00 	2.576505e+00 	2.315443e-03 	3.007669e-03 	3.179782e-03 	7.650105e+04 
75 	16163893.667975 	4.411471e+00 	1.085555e+00 	2.584282e+00 	2.326592e-03 	3.021988e-03 	3.195283e-03 	7.475568e+04 
76 	16236962.104850 	4.402555e+00 	1.074631e+00 	2.591988e+00 	2.337659e-03 	3.036186e-03 	3.210655e-03 	7.306844e+04 
77 	16308399.085127 	4.393759e+00 	1.063818e+00 	2.599623e+00 	2.348643e-03 	3.050264e-03 	3.225898e-03 	7.143698e+04 
78 	16378258.159952 	4.385081e+00 	1.053115e+00 	2.607189e+00 	2.359544e-03 	3.064222e-03 	3.241012e-03 	6.985907e+04 
79 	16446590.749390 	4.376519e+00 	1.042521e+00 	2.614686e+00 	2.370363e-03 	3.078060e-03 	3.255996e-03 	6.833259e+04 
80 	16513446.241002 	4.368072e+00 	1.032035e+00 	2.622115e+00 	2.381100e-03 	3.091778e-03 	3.270852e-03 	6.685549e+04 
81 	16578872.083259 	4.359737e+00 	1.021656e+00 	2.629476e+00 	2.391754e-03 	3.105376e-03 	3.285578e-03 	6.542584e+04 
82 	16642913.874124 	4.351512e+00 	1.011382e+00 	2.636771e+00 	2.402326e-03 	3.118855e-03 	3.300175e-03 	6.404179e+04 
83 	16705615.445052 	4.343396e+00 	1.001213e+00 	2.643999e+00 	2.412815e-03 	3.132214e-03 	3.314643e-03 	6.270157e+04 
84 	16767018.940682 	4.335387e+00 	9.911473e-01 	2.651163e+00 	2.423222e-03 	3.145454e-03 	3.328983e-03 	6.140350e+04 
85 	16827164.894468 	4.327483e+00 	9.811838e-01 	2.658262e+00 	2.433547e-03 	3.158575e-03 	3.343193e-03 	6.014595e+04 
86 	16886092.300478 	4.319683e+00 	9.713215e-01 	2.665298e+00 	2.443789e-03 	3.171577e-03 	3.357275e-03 	5.892741e+04 
87 	16943838.681565 	4.311984e+00 	9.615595e-01 	2.672270e+00 	2.453949e-03 	3.184460e-03 	3.371229e-03 	5.774638e+04 
88 	17000440.154128 	4.304385e+00 	9.518966e-01 	2.679181e+00 	2.464028e-03 	3.197225e-03 	3.385054e-03 	5.660147e+04 
89 	17055931.489650 	4.296885e+00 	9.423319e-01 	2.686029e+00 	2.474024e-03 	3.209871e-03 	3.398750e-03 	5.549134e+04 
90 	17110346.173180 	4.289481e+00 	9.328643e-01 	2.692817e+00 	2.483938e-03 	3.222400e-03 	3.412319e-03 	5.441468e+04 
91 	17163716.458940 	4.282173e+00 	9.234928e-01 	2.699545e+00 	2.493771e-03 	3.234811e-03 	3.425761e-03 	5.337029e+04 
92 	17216073.423206 	4.274958e+00 	9.142164e-01 	2.706213e+00 	2.503522e-03 	3.247104e-03 	3.439074e-03 	5.235696e+04 
93 	17267447.014619 	4.267836e+00 	9.050342e-01 	2.712822e+00 	2.513191e-03 	3.259280e-03 	3.452261e-03 	5.137359e+04 
94 	17317866.102054 	4.260805e+00 	8.959451e-01 	2.719374e+00 	2.522779e-03 	3.271340e-03 	3.465320e-03 	5.041909e+04 
95 	17367358.520189 	4.253863e+00 	8.869482e-01 	2.725867e+00 	2.532286e-03 	3.283282e-03 	3.478253e-03 	4.949242e+04 
96 	17415951.112894 	4.247009e+00 	8.780426e-01 	2.732304e+00 	2.541712e-03 	3.295109e-03 	3.491059e-03 	4.859259e+04 
97 	17463669.774552 	4.240241e+00 	8.692272e-01 	2.738685e+00 	2.551057e-03 	3.306820e-03 	3.503739e-03 	4.771866e+04 
98 	17510539.489422 	4.233559e+00 	8.605012e-01 	2.745010e+00 	2.560321e-03 	3.318415e-03 	3.516294e-03 	4.686971e+04 
99 	17556584.369157 	4.226961e+00 	8.518637e-01 	2.751280e+00 	2.569504e-03 	3.329895e-03 	3.528723e-03 	4.604488e+04 
100 	17601827.688557 	4.220445e+00 	8.433137e-01 	2.757496e+00 	2.578608e-03 	3.341261e-03 	3.541027e-03 	4.524332e+04 
101 	17646291.919669 	4.214010e+00 	8.348503e-01 	2.763658e+00 	2.587631e-03 	3.352512e-03 	3.553206e-03 	4.446423e+04 
102 	17689998.764293 	4.207656e+00 	8.264726e-01 	2.769767e+00 	2.596574e-03 	3.363649e-03 	3.565261e-03 	4.370684e+04 
103 	17732969.185008 	4.201380e+00 	8.181797e-01 	2.775824e+00 	2.605437e-03 	3.374672e-03 	3.577192e-03 	4.297042e+04 
104 	17775223.434766 	4.195182e+00 	8.099709e-01 	2.781828e+00 	2.614221e-03 	3.385583e-03 	3.588999e-03 	4.225425e+04 
105 	17816781.085145 	4.189060e+00 	8.018451e-01 	2.787781e+00 	2.622926e-03 	3.396380e-03 	3.600684e-03 	4.155765e+04 
106 	17857661.053319 	4.183014e+00 	7.938016e-01 	2.793684e+00 	2.631552e-03 	3.407066e-03 	3.612245e-03 	4.087997e+04 
107 	17897881.627815 	4.177042e+00 	7.858395e-01 	2.799536e+00 	2.640098e-03 	3.417640e-03 	3.623684e-03 	4.022057e+04 
108 	17937460.493116 	4.171142e+00 	7.779579e-01 	2.805339e+00 	2.648567e-03 	3.428102e-03 	3.635002e-03 	3.957887e+04 
109 	17976414.753167 	4.165315e+00 	7.701561e-01 	2.811093e+00 	2.656957e-03 	3.438453e-03 	3.646198e-03 	3.895426e+04 
110 	18014760.953840 	4.159558e+00 	7.624331e-01 	2.816798e+00 	2.665268e-03 	3.448695e-03 	3.657273e-03 	3.834620e+04 
111 	18052515.104409 	4.153871e+00 	7.547883e-01 	2.822455e+00 	2.673503e-03 	3.458826e-03 	3.668228e-03 	3.775415e+04 
112 	18089692.698084 	4.148252e+00 	7.472208e-01 	2.828065e+00 	2.681659e-03 	3.468847e-03 	3.679063e-03 	3.717759e+04 
113 	18126308.731645 	4.142702e+00 	7.397298e-01 	2.833628e+00 	2.689739e-03 	3.478760e-03 	3.689778e-03 	3.661603e+04 
114 	18162377.724234 	4.137217e+00 	7.323144e-01 	2.839145e+00 	2.697741e-03 	3.488565e-03 	3.700375e-03 	3.606899e+04 
115 	18197913.735323 	4.131799e+00 	7.249741e-01 	2.844616e+00 	2.705667e-03 	3.498261e-03 	3.710853e-03 	3.553601e+04 
116 	18232930.381922 	4.126445e+00 	7.177078e-01 	2.850042e+00 	2.713517e-03 	3.507850e-03 	3.721213e-03 	3.501665e+04 
117 	18267440.855044 	4.121155e+00 	7.105150e-01 	2.855423e+00 	2.721290e-03 	3.517332e-03 	3.731457e-03 	3.451047e+04 
118 	18301457.935479 	4.115927e+00 	7.033949e-01 	2.860759e+00 	2.728988e-03 	3.526708e-03 	3.741583e-03 	3.401708e+04 
119 	18334994.008892 	4.110761e+00 	6.963466e-01 	2.866052e+00 	2.736610e-03 	3.535978e-03 	3.751593e-03 	3.353607e+04 
120 	18368061.080293 	4.105657e+00 	6.893696e-01 	2.871302e+00 	2.744158e-03 	3.545143e-03 	3.761487e-03 	3.306707e+04 
121 	18400670.787899 	4.100612e+00 	6.824629e-01 	2.876509e+00 	2.751630e-03 	3.554204e-03 	3.771267e-03 	3.260971e+04 
122 	18432834.416420 	4.095626e+00 	6.756260e-01 	2.881673e+00 	2.759028e-03 	3.563160e-03 	3.780932e-03 	3.216363e+04 
123 	18464562.909793 	4.090699e+00 	6.688581e-01 	2.886796e+00 	2.766352e-03 	3.572012e-03 	3.790483e-03 	3.172849e+04 
124 	18495866.883396 	4.085829e+00 	6.621585e-01 	2.891877e+00 	2.773602e-03 	3.580762e-03 	3.799921e-03 	3.130397e+04 
125 	18526756.635755 	4.081015e+00 	6.555265e-01 	2.896918e+00 	2.780779e-03 	3.589409e-03 	3.809246e-03 	3.088975e+04 
