i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	4.515203 	2.615713 	2.869084 	0.001092 	0.001212 	0.001227 	0 
1 	808515.648428 	4.523592e+00 	2.588892e+00 	2.842392e+00 	1.109273e-03 	1.233795e-03 	1.250122e-03 	8.085146e+05 
2 	1560587.309241 	4.531266e+00 	2.562184e+00 	2.815828e+00 	1.126828e-03 	1.256415e-03 	1.273624e-03 	7.520717e+05 
3 	2259680.898195 	4.538240e+00 	2.535743e+00 	2.789546e+00 	1.144832e-03 	1.279729e-03 	1.297875e-03 	6.990936e+05 
4 	2909413.756341 	4.544534e+00 	2.509574e+00 	2.763551e+00 	1.163293e-03 	1.303755e-03 	1.322895e-03 	6.497329e+05 
5 	3513209.948641 	4.550164e+00 	2.483675e+00 	2.737842e+00 	1.182218e-03 	1.328516e-03 	1.348711e-03 	6.037962e+05 
6 	4074293.963656 	4.555151e+00 	2.458042e+00 	2.712420e+00 	1.201618e-03 	1.354037e-03 	1.375352e-03 	5.610840e+05 
7 	4595696.963595 	4.559511e+00 	2.432675e+00 	2.687285e+00 	1.221501e-03 	1.380343e-03 	1.402848e-03 	5.214030e+05 
8 	5080264.207255 	4.563264e+00 	2.407572e+00 	2.662435e+00 	1.241879e-03 	1.407459e-03 	1.431230e-03 	4.845672e+05 
9 	5530663.039423 	4.566427e+00 	2.382730e+00 	2.637873e+00 	1.262760e-03 	1.435414e-03 	1.460530e-03 	4.503988e+05 
10 	5949391.243228 	4.569017e+00 	2.358148e+00 	2.613599e+00 	1.284155e-03 	1.464236e-03 	1.490782e-03 	4.187282e+05 
11 	6338785.599446 	4.571051e+00 	2.333824e+00 	2.589615e+00 	1.306073e-03 	1.493955e-03 	1.522023e-03 	3.893944e+05 
12 	6701030.527827 	4.572545e+00 	2.309755e+00 	2.565921e+00 	1.328526e-03 	1.524602e-03 	1.554289e-03 	3.622449e+05 
13 	7038166.712160 	4.573514e+00 	2.285941e+00 	2.542520e+00 	1.351522e-03 	1.556209e-03 	1.587620e-03 	3.371362e+05 
14 	7352099.633689 	4.573974e+00 	2.262380e+00 	2.519415e+00 	1.375073e-03 	1.588811e-03 	1.622058e-03 	3.139329e+05 
15 	7644607.957199 	4.573938e+00 	2.239070e+00 	2.496609e+00 	1.399189e-03 	1.622441e-03 	1.657645e-03 	2.925083e+05 
16 	7917351.731108 	4.573419e+00 	2.216009e+00 	2.474108e+00 	1.423880e-03 	1.657137e-03 	1.694426e-03 	2.727438e+05 
17 	8171880.377609 	4.572429e+00 	2.193197e+00 	2.451915e+00 	1.449155e-03 	1.692936e-03 	1.732447e-03 	2.545286e+05 
