i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	3.557859 	5.867140 	0.575001 	0.001066 	0.001159 	0.001168 	0 
1 	378035.778773 	3.561962e+00 	5.861401e+00 	5.692366e-01 	1.068328e-03 	1.161933e-03 	1.171097e-03 	3.780348e+05 
2 	749870.050657 	3.566034e+00 	5.855716e+00 	5.635257e-01 	1.070979e-03 	1.165257e-03 	1.174504e-03 	3.718343e+05 
3 	1115589.917303 	3.570071e+00 	5.850088e+00 	5.578720e-01 	1.073612e-03 	1.168562e-03 	1.177892e-03 	3.657199e+05 
4 	1475285.064516 	3.574074e+00 	5.844517e+00 	5.522750e-01 	1.076226e-03 	1.171848e-03 	1.181261e-03 	3.596951e+05 
5 	1829044.622186 	3.578041e+00 	5.839001e+00 	5.467341e-01 	1.078822e-03 	1.175115e-03 	1.184611e-03 	3.537596e+05 
6 	2176957.128939 	3.581972e+00 	5.833540e+00 	5.412486e-01 	1.081401e-03 	1.178365e-03 	1.187944e-03 	3.479125e+05 
7 	2519110.512874 	3.585866e+00 	5.828134e+00 	5.358182e-01 	1.083962e-03 	1.181596e-03 	1.191259e-03 	3.421534e+05 
8 	2855592.071895 	3.589724e+00 	5.822783e+00 	5.304421e-01 	1.086507e-03 	1.184810e-03 	1.194556e-03 	3.364816e+05 
9 	3186488.453756 	3.593544e+00 	5.817484e+00 	5.251200e-01 	1.089034e-03 	1.188006e-03 	1.197836e-03 	3.308964e+05 
10 	3511885.635992 	3.597326e+00 	5.812239e+00 	5.198512e-01 	1.091545e-03 	1.191185e-03 	1.201099e-03 	3.253972e+05 
11 	3831868.905899 	3.601070e+00 	5.807047e+00 	5.146352e-01 	1.094040e-03 	1.194348e-03 	1.204345e-03 	3.199833e+05 
12 	4146522.840691 	3.604775e+00 	5.801906e+00 	5.094715e-01 	1.096519e-03 	1.197494e-03 	1.207575e-03 	3.146539e+05 
