i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.867167 	11.123473 	5.329868 	0.000193 	0.000196 	0.000196 	0 
1 	7312458.945811 	8.584315e-01 	1.110185e+01 	5.308249e+00 	1.952003e-04 	1.973546e-04 	1.974352e-04 	7.312458e+06 
2 	14425086.722597 	8.497718e-01 	1.108034e+01 	5.286739e+00 	1.969669e-04 	1.991523e-04 	1.992343e-04 	7.112628e+06 
3 	21343907.204689 	8.411999e-01 	1.105897e+01 	5.265364e+00 	1.987423e-04 	2.009592e-04 	2.010426e-04 	6.918820e+06 
4 	28075003.810270 	8.327150e-01 	1.103773e+01 	5.244125e+00 	2.005265e-04 	2.027752e-04 	2.028600e-04 	6.731097e+06 
5 	34624248.608227 	8.243161e-01 	1.101662e+01 	5.223021e+00 	2.023196e-04 	2.046004e-04 	2.046866e-04 	6.549245e+06 
6 	40997308.309295 	8.160025e-01 	1.099565e+01 	5.202048e+00 	2.041214e-04 	2.064346e-04 	2.065224e-04 	6.373060e+06 
7 	47199652.111367 	8.077731e-01 	1.097481e+01 	5.181208e+00 	2.059320e-04 	2.082780e-04 	2.083672e-04 	6.202344e+06 
8 	53236559.237340 	7.996273e-01 	1.095410e+01 	5.160497e+00 	2.077514e-04 	2.101306e-04 	2.102213e-04 	6.036907e+06 
9 	59113126.162705 	7.915640e-01 	1.093352e+01 	5.139916e+00 	2.095795e-04 	2.119922e-04 	2.120844e-04 	5.876567e+06 
10 	64834273.546446 	7.835825e-01 	1.091307e+01 	5.119462e+00 	2.114164e-04 	2.138629e-04 	2.139567e-04 	5.721147e+06 
11 	70404752.878188 	7.756820e-01 	1.089274e+01 	5.099134e+00 	2.132621e-04 	2.157428e-04 	2.158381e-04 	5.570479e+06 
12 	75829152.854015 	7.678615e-01 	1.087254e+01 	5.078932e+00 	2.151166e-04 	2.176318e-04 	2.177286e-04 	5.424400e+06 
13 	81111905.492812 	7.601203e-01 	1.085246e+01 	5.058854e+00 	2.169798e-04 	2.195298e-04 	2.196283e-04 	5.282753e+06 
14 	86257292.004355 	7.524576e-01 	1.083250e+01 	5.038898e+00 	2.188518e-04 	2.214370e-04 	2.215371e-04 	5.145387e+06 
15 	91269448.419985 	7.448726e-01 	1.081267e+01 	5.019065e+00 	2.207324e-04 	2.233532e-04 	2.234549e-04 	5.012156e+06 
16 	96152370.996060 	7.373644e-01 	1.079296e+01 	4.999352e+00 	2.226219e-04 	2.252786e-04 	2.253819e-04 	4.882923e+06 
17 	100909921.400021 	7.299323e-01 	1.077336e+01 	4.979758e+00 	2.245200e-04 	2.272130e-04 	2.273180e-04 	4.757550e+06 
18 	105545831.688426 	7.225756e-01 	1.075389e+01 	4.960283e+00 	2.264269e-04 	2.291565e-04 	2.292633e-04 	4.635910e+06 
19 	110063709.085886 	7.152933e-01 	1.073453e+01 	4.940924e+00 	2.283425e-04 	2.311091e-04 	2.312176e-04 	4.517877e+06 
20 	114467040.573347 	7.080849e-01 	1.071529e+01 	4.921682e+00 	2.302669e-04 	2.330708e-04 	2.331810e-04 	4.403331e+06 
21 	118759197.293943 	7.009495e-01 	1.069616e+01 	4.902555e+00 	2.321999e-04 	2.350416e-04 	2.351535e-04 	4.292157e+06 
22 	122943438.784124 	6.938864e-01 	1.067715e+01 	4.883541e+00 	2.341417e-04 	2.370214e-04 	2.371351e-04 	4.184241e+06 
23 	127022917.037506 	6.868948e-01 	1.065824e+01 	4.864641e+00 	2.360921e-04 	2.390103e-04 	2.391258e-04 	4.079478e+06 
24 	131000680.408478 	6.799740e-01 	1.063946e+01 	4.845852e+00 	2.380512e-04 	2.410082e-04 	2.411256e-04 	3.977763e+06 
25 	134879677.362392 	6.731233e-01 	1.062078e+01 	4.827173e+00 	2.400191e-04 	2.430153e-04 	2.431345e-04 	3.878997e+06 
26 	138662760.078735 	6.663420e-01 	1.060221e+01 	4.808605e+00 	2.419956e-04 	2.450314e-04 	2.451524e-04 	3.783083e+06 
27 	142352687.913463 	6.596294e-01 	1.058375e+01 	4.790145e+00 	2.439808e-04 	2.470565e-04 	2.471795e-04 	3.689928e+06 
28 	145952130.726454 	6.529847e-01 	1.056540e+01 	4.771792e+00 	2.459747e-04 	2.490908e-04 	2.492156e-04 	3.599443e+06 
29 	149463672.079609 	6.464073e-01 	1.054715e+01 	4.753546e+00 	2.479773e-04 	2.511340e-04 	2.512609e-04 	3.511541e+06 
30 	152889812.311075 	6.398965e-01 	1.052901e+01 	4.735406e+00 	2.499886e-04 	2.531864e-04 	2.533152e-04 	3.426140e+06 
31 	156232971.490698 	6.334516e-01 	1.051097e+01 	4.717370e+00 	2.520085e-04 	2.552478e-04 	2.553785e-04 	3.343159e+06 
32 	159495492.261600 	6.270719e-01 	1.049304e+01 	4.699437e+00 	2.540371e-04 	2.573182e-04 	2.574510e-04 	3.262521e+06 
