i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	2.877759 	4.043967 	3.078274 	0.001049 	0.001113 	0.001119 	0 
1 	1138510.399254 	2.880614e+00 	4.012856e+00 	3.047166e+00 	1.068447e-03 	1.135602e-03 	1.141871e-03 	1.138509e+06 
2 	2236874.351536 	2.884362e+00 	3.982000e+00 	3.016310e+00 	1.088430e-03 	1.158205e-03 	1.164783e-03 	1.098364e+06 
3 	3297326.916133 	2.888945e+00 	3.951467e+00 	2.985778e+00 	1.108424e-03 	1.180900e-03 	1.187800e-03 	1.060453e+06 
4 	4321915.031117 	2.894376e+00 	3.921253e+00 	2.955564e+00 	1.128408e-03 	1.203666e-03 	1.210902e-03 	1.024588e+06 
5 	5312503.596624 	2.900666e+00 	3.891355e+00 	2.925665e+00 	1.148359e-03 	1.226482e-03 	1.234069e-03 	9.905886e+05 
6 	6270779.710254 	2.907821e+00 	3.861768e+00 	2.896075e+00 	1.168258e-03 	1.249329e-03 	1.257281e-03 	9.582761e+05 
7 	7198256.301147 	2.915848e+00 	3.832487e+00 	2.866791e+00 	1.188083e-03 	1.272187e-03 	1.280519e-03 	9.274766e+05 
8 	8096275.465521 	2.924746e+00 	3.803507e+00 	2.837807e+00 	1.207817e-03 	1.295040e-03 	1.303767e-03 	8.980192e+05 
9 	8966011.824619 	2.934511e+00 	3.774824e+00 	2.809119e+00 	1.227441e-03 	1.317871e-03 	1.327010e-03 	8.697364e+05 
10 	9808476.282245 	2.945133e+00 	3.746432e+00 	2.780721e+00 	1.246941e-03 	1.340666e-03 	1.350233e-03 	8.424645e+05 
11 	10624520.609427 	2.956597e+00 	3.718325e+00 	2.752608e+00 	1.266304e-03 	1.363416e-03 	1.373428e-03 	8.160443e+05 
12 	11414843.318337 	2.968878e+00 	3.690500e+00 	2.724775e+00 	1.285522e-03 	1.386113e-03 	1.396588e-03 	7.903227e+05 
13 	12179997.295046 	2.981946e+00 	3.662950e+00 	2.697216e+00 	1.304590e-03 	1.408756e-03 	1.419712e-03 	7.651540e+05 
14 	12920399.628518 	2.995760e+00 	3.635670e+00 	2.669928e+00 	1.323508e-03 	1.431346e-03 	1.442803e-03 	7.404023e+05 
15 	13636343.990391 	3.010275e+00 	3.608656e+00 	2.642903e+00 	1.342280e-03 	1.453892e-03 	1.465870e-03 	7.159444e+05 
16 	14328015.779156 	3.025432e+00 	3.581901e+00 	2.616138e+00 	1.360915e-03 	1.476407e-03 	1.488927e-03 	6.916718e+05 
17 	14995510.043345 	3.041168e+00 	3.555402e+00 	2.589628e+00 	1.379428e-03 	1.498911e-03 	1.511995e-03 	6.674943e+05 
18 	15638851.951397 	3.057411e+00 	3.529153e+00 	2.563368e+00 	1.397841e-03 	1.521431e-03 	1.535102e-03 	6.433419e+05 
19 	16258019.302945 	3.074080e+00 	3.503150e+00 	2.537353e+00 	1.416177e-03 	1.543997e-03 	1.558280e-03 	6.191674e+05 
20 	16852966.309798 	3.091091e+00 	3.477389e+00 	2.511581e+00 	1.434469e-03 	1.566647e-03 	1.581569e-03 	5.949470e+05 
21 	17423647.653985 	3.108356e+00 	3.451866e+00 	2.486047e+00 	1.452751e-03 	1.589425e-03 	1.605012e-03 	5.706813e+05 
22 	17970041.693101 	3.125781e+00 	3.426579e+00 	2.460748e+00 	1.471060e-03 	1.612377e-03 	1.628659e-03 	5.463940e+05 
23 	18492171.658830 	3.143274e+00 	3.401524e+00 	2.435682e+00 	1.489440e-03 	1.635554e-03 	1.652562e-03 	5.221300e+05 
24 	18990123.794997 	3.160743e+00 	3.376699e+00 	2.410847e+00 	1.507932e-03 	1.659010e-03 	1.676778e-03 	4.979521e+05 
25 	19464061.597682 	3.178100e+00 	3.352101e+00 	2.386240e+00 	1.526583e-03 	1.682802e-03 	1.701364e-03 	4.739378e+05 
26 	19914235.622682 	3.195259e+00 	3.327729e+00 	2.361860e+00 	1.545437e-03 	1.706985e-03 	1.726380e-03 	4.501740e+05 
27 	20340988.671479 	3.212141e+00 	3.303581e+00 	2.337706e+00 	1.564539e-03 	1.731617e-03 	1.751885e-03 	4.267530e+05 
28 	20744756.508335 	3.228672e+00 	3.279657e+00 	2.313777e+00 	1.583933e-03 	1.756755e-03 	1.777939e-03 	4.037678e+05 
29 	21126064.554596 	3.244789e+00 	3.255954e+00 	2.290071e+00 	1.603662e-03 	1.782455e-03 	1.804601e-03 	3.813080e+05 
30 	21485521.222797 	3.260432e+00 	3.232472e+00 	2.266588e+00 	1.623766e-03 	1.808772e-03 	1.831929e-03 	3.594567e+05 
31 	21823808.678155 	3.275552e+00 	3.209210e+00 	2.243328e+00 	1.644283e-03 	1.835760e-03 	1.859979e-03 	3.382875e+05 
32 	22141671.851136 	3.290107e+00 	3.186167e+00 	2.220289e+00 	1.665249e-03 	1.863469e-03 	1.888806e-03 	3.178632e+05 
33 	22439906.485708 	3.304064e+00 	3.163343e+00 	2.197472e+00 	1.686699e-03 	1.891950e-03 	1.918464e-03 	2.982346e+05 
34 	22719346.914621 	3.317394e+00 	3.140735e+00 	2.174874e+00 	1.708664e-03 	1.921252e-03 	1.949005e-03 	2.794404e+05 
35 	22980854.127705 	3.330077e+00 	3.118344e+00 	2.152497e+00 	1.731173e-03 	1.951421e-03 	1.980480e-03 	2.615072e+05 
36 	23225304.562215 	3.342099e+00 	3.096168e+00 	2.130338e+00 	1.754254e-03 	1.982503e-03 	2.012940e-03 	2.444504e+05 
37 	23453579.911125 	3.353449e+00 	3.074207e+00 	2.108398e+00 	1.777932e-03 	2.014544e-03 	2.046435e-03 	2.282753e+05 
38 	23666558.126696 	3.364125e+00 	3.052458e+00 	2.086674e+00 	1.802231e-03 	2.047588e-03 	2.081013e-03 	2.129782e+05 
39 	23865105.698188 	3.374124e+00 	3.030920e+00 	2.065167e+00 	1.827175e-03 	2.081679e-03 	2.116724e-03 	1.985476e+05 
40 	24050071.205899 	3.383450e+00 	3.009593e+00 	2.043875e+00 	1.852784e-03 	2.116862e-03 	2.153619e-03 	1.849655e+05 
41 	24222280.098703 	3.392109e+00 	2.988474e+00 	2.022797e+00 	1.879079e-03 	2.153181e-03 	2.191749e-03 	1.722089e+05 
42 	24382530.604669 	3.400108e+00 	2.967563e+00 	2.001932e+00 	1.906082e-03 	2.190684e-03 	2.231165e-03 	1.602505e+05 
43 	24531590.663062 	3.407457e+00 	2.946857e+00 	1.981279e+00 	1.933810e-03 	2.229416e-03 	2.271922e-03 	1.490601e+05 
44 	24670195.755913 	3.414168e+00 	2.926355e+00 	1.960836e+00 	1.962285e-03 	2.269426e-03 	2.314076e-03 	1.386051e+05 
45 	24799047.516198 	3.420253e+00 	2.906055e+00 	1.940602e+00 	1.991525e-03 	2.310765e-03 	2.357686e-03 	1.288518e+05 
46 	24918812.994374 	3.425725e+00 	2.885955e+00 	1.920576e+00 	2.021551e-03 	2.353486e-03 	2.402813e-03 	1.197655e+05 
47 	25030124.473655 	3.430599e+00 	2.866053e+00 	1.900757e+00 	2.052382e-03 	2.397645e-03 	2.449522e-03 	1.113115e+05 
48 	25133579.735185 	3.434887e+00 	2.846348e+00 	1.881143e+00 	2.084038e-03 	2.443299e-03 	2.497883e-03 	1.034553e+05 
49 	25229742.686067 	3.438605e+00 	2.826836e+00 	1.861733e+00 	2.116542e-03 	2.490512e-03 	2.547967e-03 	9.616295e+04 
50 	25319144.274631 	3.441765e+00 	2.807518e+00 	1.842526e+00 	2.149916e-03 	2.539350e-03 	2.599855e-03 	8.940159e+04 
51 	25402283.630021 	3.444383e+00 	2.788388e+00 	1.823521e+00 	2.184181e-03 	2.589883e-03 	2.653630e-03 	8.313936e+04 
52 	25479629.372366 	3.446470e+00 	2.769447e+00 	1.804716e+00 	2.219364e-03 	2.642188e-03 	2.709382e-03 	7.734574e+04 
53 	25551621.051022 	3.448039e+00 	2.750691e+00 	1.786111e+00 	2.255488e-03 	2.696345e-03 	2.767207e-03 	7.199168e+04 
54 	25618670.677042 	3.449102e+00 	2.732118e+00 	1.767704e+00 	2.292583e-03 	2.752444e-03 	2.827212e-03 	6.704963e+04 
55 	25681164.324557 	3.449671e+00 	2.713726e+00 	1.749495e+00 	2.330676e-03 	2.810579e-03 	2.889510e-03 	6.249365e+04 
56 	25739463.783728 	3.449755e+00 	2.695511e+00 	1.731483e+00 	2.369800e-03 	2.870854e-03 	2.954225e-03 	5.829946e+04 
57 	25793908.255524 	3.449364e+00 	2.677472e+00 	1.713667e+00 	2.409986e-03 	2.933381e-03 	3.021492e-03 	5.444447e+04 
58 	25844816.086525 	3.448504e+00 	2.659604e+00 	1.696047e+00 	2.451273e-03 	2.998281e-03 	3.091457e-03 	5.090783e+04 
59 	25892486.549880 	3.447182e+00 	2.641905e+00 	1.678622e+00 	2.493698e-03 	3.065690e-03 	3.164283e-03 	4.767046e+04 
60 	25937201.689402 	3.445404e+00 	2.624371e+00 	1.661394e+00 	2.537305e-03 	3.135755e-03 	3.240148e-03 	4.471514e+04 
61 	25979228.254588 	3.443172e+00 	2.606998e+00 	1.644361e+00 	2.582141e-03 	3.208638e-03 	3.319248e-03 	4.202657e+04 
62 	26018819.771676 	3.440486e+00 	2.589782e+00 	1.627525e+00 	2.628257e-03 	3.284520e-03 	3.401801e-03 	3.959152e+04 
63 	26056218.818272 	3.437345e+00 	2.572718e+00 	1.610887e+00 	2.675711e-03 	3.363600e-03 	3.488052e-03 	3.739905e+04 
64 	26091659.602959 	3.433744e+00 	2.555800e+00 	1.594450e+00 	2.724567e-03 	3.446104e-03 	3.578271e-03 	3.544078e+04 
65 	26125371.002949 	3.429675e+00 	2.539021e+00 	1.578215e+00 	2.774899e-03 	3.532284e-03 	3.672767e-03 	3.371140e+04 
66 	26157580.295019 	3.425124e+00 	2.522373e+00 	1.562186e+00 	2.826790e-03 	3.622428e-03 	3.771889e-03 	3.220929e+04 
67 	26188517.950149 	3.420072e+00 	2.505844e+00 	1.546369e+00 	2.880338e-03 	3.716865e-03 	3.876037e-03 	3.093766e+04 
68 	26218424.093298 	3.414493e+00 	2.489423e+00 	1.530770e+00 	2.935659e-03 	3.815976e-03 	3.985674e-03 	2.990614e+04 
