i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.831856 	4.952300 	11.536352 	0.000194 	0.000196 	0.000196 	0 
1 	7575763.028813 	8.234829e-01 	4.931200e+00 	1.151526e+01 	1.952139e-04 	1.972691e-04 	1.973480e-04 	7.575762e+06 
2 	14953673.992704 	8.151809e-01 	4.910198e+00 	1.149426e+01 	1.969334e-04 	1.990171e-04 	1.990972e-04 	7.377911e+06 
3 	22139448.158466 	8.069629e-01 	4.889327e+00 	1.147339e+01 	1.986612e-04 	2.007736e-04 	2.008551e-04 	7.185774e+06 
4 	29138909.456526 	7.988283e-01 	4.868585e+00 	1.145265e+01 	2.003972e-04 	2.025386e-04 	2.026214e-04 	6.999461e+06 
5 	35957686.026854 	7.907761e-01 	4.847971e+00 	1.143204e+01 	2.021415e-04 	2.043122e-04 	2.043964e-04 	6.818777e+06 
6 	42601214.842955 	7.828056e-01 	4.827484e+00 	1.141156e+01 	2.038940e-04 	2.060943e-04 	2.061798e-04 	6.643529e+06 
7 	49074748.822960 	7.749158e-01 	4.807122e+00 	1.139120e+01 	2.056547e-04 	2.078849e-04 	2.079718e-04 	6.473534e+06 
8 	55383363.677635 	7.671060e-01 	4.786885e+00 	1.137096e+01 	2.074237e-04 	2.096840e-04 	2.097723e-04 	6.308615e+06 
9 	61531964.482912 	7.593754e-01 	4.766771e+00 	1.135085e+01 	2.092008e-04 	2.114916e-04 	2.115814e-04 	6.148601e+06 
10 	67525291.988669 	7.517231e-01 	4.746778e+00 	1.133086e+01 	2.109862e-04 	2.133078e-04 	2.133990e-04 	5.993328e+06 
11 	73367928.675059 	7.441483e-01 	4.726907e+00 	1.131100e+01 	2.127798e-04 	2.151324e-04 	2.152251e-04 	5.842637e+06 
12 	79064304.567135 	7.366503e-01 	4.707155e+00 	1.129125e+01 	2.145816e-04 	2.169655e-04 	2.170597e-04 	5.696376e+06 
13 	84618702.818200 	7.292283e-01 	4.687521e+00 	1.127162e+01 	2.163916e-04 	2.188071e-04 	2.189028e-04 	5.554398e+06 
14 	90035265.071656 	7.218814e-01 	4.668005e+00 	1.125210e+01 	2.182098e-04 	2.206573e-04 	2.207544e-04 	5.416562e+06 
15 	95317996.610760 	7.146089e-01 	4.648605e+00 	1.123271e+01 	2.200362e-04 	2.225159e-04 	2.226146e-04 	5.282732e+06 
16 	100470771.305306 	7.074101e-01 	4.629320e+00 	1.121343e+01 	2.218708e-04 	2.243830e-04 	2.244832e-04 	5.152775e+06 
17 	105497336.363789 	7.002842e-01 	4.610150e+00 	1.119426e+01 	2.237135e-04 	2.262585e-04 	2.263604e-04 	5.026565e+06 
18 	110401316.899279 	6.932305e-01 	4.591092e+00 	1.117520e+01 	2.255644e-04 	2.281426e-04 	2.282460e-04 	4.903981e+06 
19 	115186220.316733 	6.862482e-01 	4.572147e+00 	1.115626e+01 	2.274235e-04 	2.300351e-04 	2.301402e-04 	4.784903e+06 
20 	119855440.529357 	6.793366e-01 	4.553312e+00 	1.113743e+01 	2.292908e-04 	2.319362e-04 	2.320428e-04 	4.669220e+06 
21 	124412262.011087 	6.724949e-01 	4.534587e+00 	1.111871e+01 	2.311662e-04 	2.338457e-04 	2.339540e-04 	4.556821e+06 
22 	128859863.692002 	6.657225e-01 	4.515971e+00 	1.110010e+01 	2.330498e-04 	2.357636e-04 	2.358736e-04 	4.447602e+06 
23 	133201322.703256 	6.590187e-01 	4.497463e+00 	1.108159e+01 	2.349416e-04 	2.376901e-04 	2.378017e-04 	4.341459e+06 
24 	137439617.977713 	6.523827e-01 	4.479061e+00 	1.106319e+01 	2.368415e-04 	2.396250e-04 	2.397384e-04 	4.238295e+06 
25 	141577633.712265 	6.458139e-01 	4.460765e+00 	1.104490e+01 	2.387496e-04 	2.415683e-04 	2.416835e-04 	4.138016e+06 
26 	145618162.697573 	6.393116e-01 	4.442574e+00 	1.102671e+01 	2.406658e-04 	2.435202e-04 	2.436371e-04 	4.040529e+06 
27 	149563909.520595 	6.328750e-01 	4.424487e+00 	1.100863e+01 	2.425902e-04 	2.454805e-04 	2.455991e-04 	3.945747e+06 
28 	153417493.645211 	6.265036e-01 	4.406503e+00 	1.099065e+01 	2.445227e-04 	2.474493e-04 	2.475697e-04 	3.853584e+06 
29 	157181452.375844 	6.201966e-01 	4.388621e+00 	1.097277e+01 	2.464633e-04 	2.494265e-04 	2.495487e-04 	3.763959e+06 
30 	160858243.708924 	6.139535e-01 	4.370839e+00 	1.095499e+01 	2.484121e-04 	2.514122e-04 	2.515363e-04 	3.676791e+06 
31 	164450249.076702 	6.077735e-01 	4.353158e+00 	1.093731e+01 	2.503690e-04 	2.534063e-04 	2.535323e-04 	3.592005e+06 
32 	167959775.987786 	6.016560e-01 	4.335576e+00 	1.091973e+01 	2.523341e-04 	2.554090e-04 	2.555368e-04 	3.509527e+06 
33 	171389060.568621 	5.956004e-01 	4.318091e+00 	1.090225e+01 	2.543073e-04 	2.574201e-04 	2.575497e-04 	3.429285e+06 
34 	174740270.009812 	5.896060e-01 	4.300704e+00 	1.088487e+01 	2.562886e-04 	2.594396e-04 	2.595712e-04 	3.351209e+06 
35 	178015504.921249 	5.836723e-01 	4.283414e+00 	1.086758e+01 	2.582781e-04 	2.614676e-04 	2.616012e-04 	3.275235e+06 
36 	181216801.599568 	5.777985e-01 	4.266219e+00 	1.085039e+01 	2.602757e-04 	2.635041e-04 	2.636396e-04 	3.201297e+06 
37 	184346134.211533 	5.719842e-01 	4.249118e+00 	1.083329e+01 	2.622814e-04 	2.655491e-04 	2.656865e-04 	3.129333e+06 
