i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.030155 	5.766500 	11.523853 	0.000193 	0.000195 	0.000195 	0 
1 	4444735.307880 	2.985344e-02 	5.754401e+00 	1.151176e+01 	1.940534e-04 	1.959158e-04 	1.959834e-04 	4.444734e+06 
2 	8839707.419631 	2.955473e-02 	5.742311e+00 	1.149967e+01 	1.948816e-04 	1.967570e-04 	1.968253e-04 	4.394972e+06 
3 	13185457.895333 	2.925900e-02 	5.730241e+00 	1.148760e+01 	1.957131e-04 	1.976016e-04 	1.976705e-04 	4.345750e+06 
4 	17482563.613195 	2.896623e-02 	5.718191e+00 	1.147555e+01 	1.965478e-04 	1.984496e-04 	1.985190e-04 	4.297106e+06 
5 	21731594.464997 	2.867640e-02 	5.706161e+00 	1.146352e+01 	1.973858e-04 	1.993009e-04 	1.993709e-04 	4.249031e+06 
6 	25933113.229271 	2.838946e-02 	5.694152e+00 	1.145151e+01 	1.982270e-04 	2.001556e-04 	2.002262e-04 	4.201519e+06 
7 	30087675.666623 	2.810540e-02 	5.682162e+00 	1.143953e+01 	1.990716e-04 	2.010137e-04 	2.010849e-04 	4.154562e+06 
8 	34195830.615362 	2.782418e-02 	5.670191e+00 	1.142756e+01 	1.999195e-04 	2.018752e-04 	2.019470e-04 	4.108155e+06 
9 	38258120.085427 	2.754577e-02 	5.658241e+00 	1.141561e+01 	2.007707e-04 	2.027402e-04 	2.028126e-04 	4.062289e+06 
10 	42275079.350644 	2.727015e-02 	5.646310e+00 	1.140368e+01 	2.016253e-04 	2.036085e-04 	2.036815e-04 	4.016959e+06 
11 	46247237.040015 	2.699729e-02 	5.634399e+00 	1.139177e+01 	2.024832e-04 	2.044803e-04 	2.045540e-04 	3.972158e+06 
12 	50175115.227469 	2.672716e-02 	5.622507e+00 	1.137988e+01 	2.033445e-04 	2.053556e-04 	2.054299e-04 	3.927878e+06 
13 	54059229.520118 	2.645974e-02 	5.610635e+00 	1.136801e+01 	2.042092e-04 	2.062344e-04 	2.063093e-04 	3.884114e+06 
14 	57900089.145170 	2.619499e-02 	5.598783e+00 	1.135616e+01 	2.050772e-04 	2.071166e-04 	2.071922e-04 	3.840860e+06 
15 	61698197.036040 	2.593289e-02 	5.586950e+00 	1.134433e+01 	2.059487e-04 	2.080024e-04 	2.080786e-04 	3.798108e+06 
16 	65454049.916538 	2.567341e-02 	5.575136e+00 	1.133251e+01 	2.068237e-04 	2.088917e-04 	2.089685e-04 	3.755853e+06 
17 	69168138.384325 	2.541653e-02 	5.563341e+00 	1.132072e+01 	2.077021e-04 	2.097845e-04 	2.098620e-04 	3.714088e+06 
18 	72840946.992677 	2.516222e-02 	5.551566e+00 	1.130895e+01 	2.085839e-04 	2.106809e-04 	2.107591e-04 	3.672809e+06 
19 	76472954.331293 	2.491046e-02 	5.539809e+00 	1.129719e+01 	2.094692e-04 	2.115809e-04 	2.116597e-04 	3.632007e+06 
20 	80064633.106189 	2.466122e-02 	5.528072e+00 	1.128546e+01 	2.103580e-04 	2.124844e-04 	2.125639e-04 	3.591679e+06 
21 	83616450.218063 	2.441447e-02 	5.516354e+00 	1.127374e+01 	2.112503e-04 	2.133916e-04 	2.134717e-04 	3.551817e+06 
22 	87128866.838916 	2.417019e-02 	5.504655e+00 	1.126204e+01 	2.121461e-04 	2.143023e-04 	2.143832e-04 	3.512417e+06 
23 	90602338.488733 	2.392835e-02 	5.492975e+00 	1.125037e+01 	2.130455e-04 	2.152168e-04 	2.152983e-04 	3.473472e+06 
24 	94037315.110387 	2.368894e-02 	5.481314e+00 	1.123871e+01 	2.139484e-04 	2.161348e-04 	2.162170e-04 	3.434977e+06 
25 	97434241.143541 	2.345192e-02 	5.469671e+00 	1.122706e+01 	2.148549e-04 	2.170565e-04 	2.171394e-04 	3.396926e+06 
26 	100793555.597679 	2.321727e-02 	5.458048e+00 	1.121544e+01 	2.157649e-04 	2.179819e-04 	2.180655e-04 	3.359314e+06 
27 	104115692.123317 	2.298498e-02 	5.446443e+00 	1.120384e+01 	2.166786e-04 	2.189110e-04 	2.189953e-04 	3.322137e+06 
28 	107401079.082749 	2.275500e-02 	5.434857e+00 	1.119225e+01 	2.175958e-04 	2.198438e-04 	2.199289e-04 	3.285387e+06 
29 	110650139.620362 	2.252733e-02 	5.423289e+00 	1.118069e+01 	2.185167e-04 	2.207804e-04 	2.208661e-04 	3.249061e+06 
30 	113863291.731011 	2.230194e-02 	5.411740e+00 	1.116914e+01 	2.194412e-04 	2.217207e-04 	2.218071e-04 	3.213152e+06 
31 	117040948.327214 	2.207880e-02 	5.400209e+00 	1.115761e+01 	2.203694e-04 	2.226647e-04 	2.227519e-04 	3.177657e+06 
32 	120183517.306302 	2.185790e-02 	5.388697e+00 	1.114610e+01 	2.213012e-04 	2.236125e-04 	2.237005e-04 	3.142569e+06 
33 	123291401.616259 	2.163920e-02 	5.377204e+00 	1.113461e+01 	2.222367e-04 	2.245641e-04 	2.246528e-04 	3.107884e+06 
34 	126364999.320046 	2.142270e-02 	5.365728e+00 	1.112314e+01 	2.231760e-04 	2.255196e-04 	2.256090e-04 	3.073598e+06 
35 	129404703.659925 	2.120836e-02 	5.354271e+00 	1.111168e+01 	2.241189e-04 	2.264788e-04 	2.265690e-04 	3.039704e+06 
36 	132410903.119801 	2.099617e-02 	5.342833e+00 	1.110024e+01 	2.250656e-04 	2.274419e-04 	2.275328e-04 	3.006199e+06 
37 	135383981.487876 	2.078610e-02 	5.331412e+00 	1.108883e+01 	2.260160e-04 	2.284088e-04 	2.285006e-04 	2.973078e+06 
38 	138324317.917158 	2.057813e-02 	5.320010e+00 	1.107742e+01 	2.269702e-04 	2.293797e-04 	2.294721e-04 	2.940336e+06 
39 	141232286.986367 	2.037224e-02 	5.308626e+00 	1.106604e+01 	2.279282e-04 	2.303544e-04 	2.304476e-04 	2.907969e+06 
40 	144108258.758773 	2.016842e-02 	5.297259e+00 	1.105468e+01 	2.288899e-04 	2.313330e-04 	2.314270e-04 	2.875972e+06 
41 	146952598.841175 	1.996663e-02 	5.285911e+00 	1.104333e+01 	2.298555e-04 	2.323155e-04 	2.324104e-04 	2.844340e+06 
42 	149765668.440929 	1.976686e-02 	5.274581e+00 	1.103200e+01 	2.308249e-04 	2.333020e-04 	2.333977e-04 	2.813070e+06 
