i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	2.335178 	5.140168 	2.524654 	0.001039 	0.001095 	0.001100 	0 
1 	603801.244003 	2.326530e+00 	5.114531e+00 	2.499001e+00 	1.058423e-03 	1.116298e-03 	1.121170e-03 	6.038002e+05 
2 	1180662.152086 	2.318134e+00 	5.089117e+00 	2.473570e+00 	1.078185e-03 	1.138039e-03 	1.143113e-03 	5.768609e+05 
3 	1732003.041902 	2.309986e+00 	5.063967e+00 	2.448403e+00 	1.098183e-03 	1.160074e-03 	1.165358e-03 	5.513409e+05 
4 	2259190.580352 	2.302086e+00 	5.039079e+00 	2.423497e+00 	1.118413e-03 	1.182401e-03 	1.187904e-03 	5.271875e+05 
5 	2763513.795841 	2.294436e+00 	5.014452e+00 	2.398851e+00 	1.138874e-03 	1.205021e-03 	1.210749e-03 	5.043232e+05 
6 	3246188.502254 	2.287038e+00 	4.990081e+00 	2.374461e+00 	1.159562e-03 	1.227930e-03 	1.233892e-03 	4.826747e+05 
7 	3708361.709196 	2.279893e+00 	4.965964e+00 	2.350324e+00 	1.180474e-03 	1.251127e-03 	1.257332e-03 	4.621732e+05 
8 	4151115.756018 	2.273004e+00 	4.942100e+00 	2.326439e+00 	1.201606e-03 	1.274609e-03 	1.281066e-03 	4.427540e+05 
9 	4575472.184900 	2.266371e+00 	4.918484e+00 	2.302802e+00 	1.222955e-03 	1.298376e-03 	1.305093e-03 	4.243564e+05 
10 	4982395.369682 	2.259997e+00 	4.895116e+00 	2.279411e+00 	1.244517e-03 	1.322423e-03 	1.329410e-03 	4.069232e+05 
11 	5372795.916002 	2.253884e+00 	4.871991e+00 	2.256264e+00 	1.266287e-03 	1.346747e-03 	1.354014e-03 	3.904005e+05 
12 	5747533.847278 	2.248035e+00 	4.849108e+00 	2.233357e+00 	1.288260e-03 	1.371345e-03 	1.378901e-03 	3.747379e+05 
13 	6107421.590020 	2.242451e+00 	4.826465e+00 	2.210688e+00 	1.310431e-03 	1.396213e-03 	1.404068e-03 	3.598877e+05 
14 	6453226.771056 	2.237136e+00 	4.804058e+00 	2.188256e+00 	1.332795e-03 	1.421347e-03 	1.429512e-03 	3.458052e+05 
15 	6785674.838375 	2.232092e+00 	4.781885e+00 	2.166057e+00 	1.355346e-03 	1.446742e-03 	1.455227e-03 	3.324481e+05 
16 	7105451.516465 	2.227322e+00 	4.759944e+00 	2.144089e+00 	1.378076e-03 	1.472393e-03 	1.481209e-03 	3.197767e+05 
17 	7413205.106251 	2.222829e+00 	4.738233e+00 	2.122350e+00 	1.400980e-03 	1.498294e-03 	1.507452e-03 	3.077536e+05 
18 	7709548.639048 	2.218616e+00 	4.716749e+00 	2.100837e+00 	1.424050e-03 	1.524439e-03 	1.533951e-03 	2.963435e+05 
19 	7995061.893228 	2.214686e+00 	4.695490e+00 	2.079548e+00 	1.447278e-03 	1.550822e-03 	1.560700e-03 	2.855133e+05 
20 	8270293.281692 	2.211043e+00 	4.674453e+00 	2.058480e+00 	1.470657e-03 	1.577436e-03 	1.587691e-03 	2.752314e+05 
21 	8535761.617634 	2.207691e+00 	4.653636e+00 	2.037632e+00 	1.494177e-03 	1.604274e-03 	1.614919e-03 	2.654683e+05 
22 	8791957.765534 	2.204632e+00 	4.633038e+00 	2.017000e+00 	1.517830e-03 	1.631327e-03 	1.642375e-03 	2.561961e+05 
23 	9039346.183773 	2.201872e+00 	4.612655e+00 	1.996584e+00 	1.541607e-03 	1.658588e-03 	1.670051e-03 	2.473884e+05 
24 	9278366.364792 	2.199413e+00 	4.592485e+00 	1.976380e+00 	1.565497e-03 	1.686047e-03 	1.697938e-03 	2.390202e+05 
25 	9509434.178543 	2.197261e+00 	4.572527e+00 	1.956385e+00 	1.589490e-03 	1.713695e-03 	1.726028e-03 	2.310678e+05 
