i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.785612 	8.547473 	7.987423 	0.000193 	0.000196 	0.000196 	0 
1 	6455389.059492 	7.777037e-01 	8.526829e+00 	7.966782e+00 	1.951191e-04 	1.972126e-04 	1.972915e-04 	6.455388e+06 
2 	12742269.451909 	7.698633e-01 	8.506282e+00 	7.946237e+00 	1.967904e-04 	1.989124e-04 	1.989926e-04 	6.286880e+06 
3 	18865485.906670 	7.621022e-01 	8.485859e+00 	7.925817e+00 	1.984695e-04 	2.006203e-04 	2.007017e-04 	6.123216e+06 
4 	24829955.501634 	7.544198e-01 	8.465560e+00 	7.905519e+00 	2.001563e-04 	2.023362e-04 	2.024189e-04 	5.964470e+06 
5 	30640431.560287 	7.468153e-01 	8.445382e+00 	7.885344e+00 	2.018509e-04 	2.040600e-04 	2.041441e-04 	5.810476e+06 
6 	36301507.792365 	7.392878e-01 	8.425325e+00 	7.865289e+00 	2.035532e-04 	2.057919e-04 	2.058773e-04 	5.661076e+06 
7 	41817624.162289 	7.318366e-01 	8.405388e+00 	7.845355e+00 	2.052632e-04 	2.075319e-04 	2.076186e-04 	5.516116e+06 
8 	47193072.539119 	7.244608e-01 	8.385569e+00 	7.825538e+00 	2.069809e-04 	2.092798e-04 	2.093679e-04 	5.375448e+06 
9 	52432002.122087 	7.171598e-01 	8.365868e+00 	7.805839e+00 	2.087064e-04 	2.110357e-04 	2.111252e-04 	5.238930e+06 
10 	57538424.651113 	7.099328e-01 	8.346283e+00 	7.786257e+00 	2.104396e-04 	2.127996e-04 	2.128905e-04 	5.106423e+06 
11 	62516219.411442 	7.027790e-01 	8.326814e+00 	7.766790e+00 	2.121804e-04 	2.145715e-04 	2.146639e-04 	4.977795e+06 
12 	67369138.041091 	6.956976e-01 	8.307458e+00 	7.747437e+00 	2.139290e-04 	2.163515e-04 	2.164453e-04 	4.852919e+06 
13 	72100809.149404 	6.886879e-01 	8.288216e+00 	7.728197e+00 	2.156853e-04 	2.181394e-04 	2.182347e-04 	4.731671e+06 
14 	76714742.754705 	6.817492e-01 	8.269086e+00 	7.709069e+00 	2.174493e-04 	2.199353e-04 	2.200321e-04 	4.613934e+06 
15 	81214334.548572 	6.748808e-01 	8.250066e+00 	7.690052e+00 	2.192210e-04 	2.217393e-04 	2.218375e-04 	4.499592e+06 
16 	85602869.994055 	6.680820e-01 	8.231157e+00 	7.671144e+00 	2.210004e-04 	2.235512e-04 	2.236509e-04 	4.388535e+06 
17 	89883528.264704 	6.613519e-01 	8.212356e+00 	7.652346e+00 	2.227875e-04 	2.253711e-04 	2.254724e-04 	4.280658e+06 
18 	94059386.031055 	6.546900e-01 	8.193664e+00 	7.633656e+00 	2.245823e-04 	2.271990e-04 	2.273018e-04 	4.175858e+06 
19 	98133421.100925 	6.480955e-01 	8.175078e+00 	7.615073e+00 	2.263847e-04 	2.290349e-04 	2.291393e-04 	4.074035e+06 
20 	102108515.919482 	6.415678e-01 	8.156598e+00 	7.596595e+00 	2.281949e-04 	2.308788e-04 	2.309848e-04 	3.975095e+06 
21 	105987460.935020 	6.351061e-01 	8.138223e+00 	7.578222e+00 	2.300127e-04 	2.327307e-04 	2.328382e-04 	3.878945e+06 
22 	109772957.835816 	6.287099e-01 	8.119953e+00 	7.559954e+00 	2.318382e-04 	2.345905e-04 	2.346997e-04 	3.785497e+06 
23 	113467622.663440 	6.223783e-01 	8.101785e+00 	7.541788e+00 	2.336714e-04 	2.364584e-04 	2.365692e-04 	3.694665e+06 
24 	117073988.807602 	6.161109e-01 	8.083719e+00 	7.523724e+00 	2.355123e-04 	2.383343e-04 	2.384468e-04 	3.606366e+06 
25 	120594509.887266 	6.099068e-01 	8.065754e+00 	7.505762e+00 	2.373608e-04 	2.402181e-04 	2.403323e-04 	3.520521e+06 
26 	124031562.522789 	6.037655e-01 	8.047889e+00 	7.487899e+00 	2.392171e-04 	2.421100e-04 	2.422258e-04 	3.437053e+06 
27 	127387449.003412 	5.976864e-01 	8.030123e+00 	7.470136e+00 	2.410810e-04 	2.440098e-04 	2.441274e-04 	3.355886e+06 
28 	130664399.854385 	5.916687e-01 	8.012456e+00 	7.452471e+00 	2.429526e-04 	2.459176e-04 	2.460370e-04 	3.276951e+06 
29 	133864576.307786 	5.857119e-01 	7.994886e+00 	7.434903e+00 	2.448318e-04 	2.478335e-04 	2.479546e-04 	3.200176e+06 
30 	136990072.680894 	5.798154e-01 	7.977413e+00 	7.417432e+00 	2.467188e-04 	2.497573e-04 	2.498802e-04 	3.125496e+06 
31 	140042918.665831 	5.739784e-01 	7.960035e+00 	7.400056e+00 	2.486134e-04 	2.516891e-04 	2.518138e-04 	3.052846e+06 
32 	143025081.534036 	5.682005e-01 	7.942752e+00 	7.382775e+00 	2.505157e-04 	2.536290e-04 	2.537555e-04 	2.982163e+06 
33 	145938468.258958 	5.624811e-01 	7.925563e+00 	7.365588e+00 	2.524256e-04 	2.555768e-04 	2.557051e-04 	2.913387e+06 
34 	148784927.560276 	5.568194e-01 	7.908467e+00 	7.348494e+00 	2.543433e-04 	2.575327e-04 	2.576628e-04 	2.846459e+06 
35 	151566251.872705 	5.512151e-01 	7.891463e+00 	7.331493e+00 	2.562686e-04 	2.594965e-04 	2.596286e-04 	2.781324e+06 
36 	154284179.242383 	5.456673e-01 	7.874550e+00 	7.314582e+00 	2.582016e-04 	2.614684e-04 	2.616023e-04 	2.717927e+06 
37 	156940395.153749 	5.401757e-01 	7.857728e+00 	7.297762e+00 	2.601423e-04 	2.634483e-04 	2.635841e-04 	2.656216e+06 
38 	159536534.289617 	5.347395e-01 	7.840995e+00 	7.281031e+00 	2.620906e-04 	2.654362e-04 	2.655740e-04 	2.596139e+06 
39 	162074182.227082 	5.293583e-01 	7.824351e+00 	7.264390e+00 	2.640467e-04 	2.674321e-04 	2.675718e-04 	2.537648e+06 
40 	164554877.071742 	5.240315e-01 	7.807796e+00 	7.247836e+00 	2.660104e-04 	2.694360e-04 	2.695778e-04 	2.480695e+06 
41 	166980111.032723 	5.187585e-01 	7.791327e+00 	7.231370e+00 	2.679818e-04 	2.714480e-04 	2.715918e-04 	2.425234e+06 
42 	169351331.940743 	5.135388e-01 	7.774945e+00 	7.214990e+00 	2.699609e-04 	2.734680e-04 	2.736138e-04 	2.371221e+06 
43 	171669944.711458 	5.083719e-01 	7.758649e+00 	7.198696e+00 	2.719477e-04 	2.754961e-04 	2.756439e-04 	2.318613e+06 
44 	173937312.756222 	5.032571e-01 	7.742438e+00 	7.182487e+00 	2.739422e-04 	2.775321e-04 	2.776820e-04 	2.267368e+06 
45 	176154759.342281 	4.981940e-01 	7.726310e+00 	7.166362e+00 	2.759444e-04 	2.795763e-04 	2.797283e-04 	2.217447e+06 
46 	178323568.904365 	4.931821e-01 	7.710266e+00 	7.150320e+00 	2.779543e-04 	2.816285e-04 	2.817826e-04 	2.168810e+06 
47 	180444988.309534 	4.882208e-01 	7.694305e+00 	7.134361e+00 	2.799719e-04 	2.836887e-04 	2.838450e-04 	2.121419e+06 
48 	182520228.077087 	4.833096e-01 	7.678426e+00 	7.118483e+00 	2.819972e-04 	2.857570e-04 	2.859154e-04 	2.075240e+06 
