i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	1.769023 	0.195854 	15.355631 	0.000194 	0.000196 	0.000196 	0 
1 	12762302.429004 	1.767623e+00 	1.939028e-01 	1.535366e+01 	1.940244e-04 	1.962285e-04 	1.963202e-04 	1.276230e+07 
2 	25488348.864013 	1.766234e+00 	1.919708e-01 	1.535171e+01 	1.942022e-04 	1.964093e-04 	1.965012e-04 	1.272605e+07 
3 	38178561.658627 	1.764856e+00 	1.900580e-01 	1.534977e+01 	1.943786e-04 	1.965887e-04 	1.966807e-04 	1.269021e+07 
4 	50833361.453406 	1.763489e+00 	1.881642e-01 	1.534786e+01 	1.945535e-04 	1.967666e-04 	1.968588e-04 	1.265480e+07 
5 	63453162.920255 	1.762132e+00 	1.862894e-01 	1.534597e+01 	1.947270e-04 	1.969431e-04 	1.970354e-04 	1.261980e+07 
6 	76038374.857654 	1.760786e+00 	1.844333e-01 	1.534409e+01 	1.948990e-04 	1.971181e-04 	1.972106e-04 	1.258521e+07 
7 	88589400.288490 	1.759451e+00 	1.825957e-01 	1.534223e+01 	1.950697e-04 	1.972917e-04 	1.973843e-04 	1.255103e+07 
8 	101106636.555946 	1.758126e+00 	1.807764e-01 	1.534039e+01 	1.952389e-04 	1.974638e-04 	1.975566e-04 	1.251724e+07 
9 	113590475.417617 	1.756811e+00 	1.789753e-01 	1.533857e+01 	1.954068e-04 	1.976346e-04 	1.977275e-04 	1.248384e+07 
10 	126041303.137686 	1.755506e+00 	1.771921e-01 	1.533677e+01 	1.955732e-04 	1.978039e-04 	1.978969e-04 	1.245083e+07 
11 	138459500.577395 	1.754212e+00 	1.754267e-01 	1.533498e+01 	1.957383e-04 	1.979718e-04 	1.980650e-04 	1.241820e+07 
12 	150845443.283748 	1.752927e+00 	1.736789e-01 	1.533321e+01 	1.959021e-04 	1.981384e-04 	1.982317e-04 	1.238594e+07 
13 	163199501.576521 	1.751652e+00 	1.719486e-01 	1.533146e+01 	1.960645e-04 	1.983036e-04 	1.983971e-04 	1.235406e+07 
14 	175522040.633533 	1.750388e+00 	1.702355e-01 	1.532973e+01 	1.962256e-04 	1.984674e-04 	1.985611e-04 	1.232254e+07 
15 	187813420.574389 	1.749132e+00 	1.685395e-01 	1.532801e+01 	1.963853e-04 	1.986299e-04 	1.987237e-04 	1.229138e+07 
16 	200073996.542567 	1.747887e+00 	1.668605e-01 	1.532631e+01 	1.965437e-04 	1.987911e-04 	1.988850e-04 	1.226058e+07 
17 	212304118.785945 	1.746651e+00 	1.651981e-01 	1.532463e+01 	1.967009e-04 	1.989509e-04 	1.990449e-04 	1.223012e+07 
18 	224504132.735788 	1.745424e+00 	1.635524e-01 	1.532297e+01 	1.968567e-04 	1.991094e-04 	1.992036e-04 	1.220001e+07 
19 	236674379.084305 	1.744206e+00 	1.619230e-01 	1.532132e+01 	1.970112e-04 	1.992666e-04 	1.993609e-04 	1.217025e+07 
20 	248815193.860664 	1.742998e+00 	1.603100e-01 	1.531968e+01 	1.971645e-04 	1.994225e-04 	1.995170e-04 	1.214081e+07 
21 	260926908.505616 	1.741799e+00 	1.587130e-01 	1.531806e+01 	1.973165e-04 	1.995772e-04 	1.996717e-04 	1.211171e+07 
22 	273009849.944739 	1.740609e+00 	1.571319e-01 	1.531646e+01 	1.974672e-04 	1.997305e-04 	1.998252e-04 	1.208294e+07 
23 	285064340.660248 	1.739428e+00 	1.555666e-01 	1.531488e+01 	1.976168e-04 	1.998826e-04 	1.999774e-04 	1.205449e+07 
24 	297090698.761539 	1.738255e+00 	1.540169e-01 	1.531331e+01 	1.977650e-04 	2.000334e-04 	2.001284e-04 	1.202636e+07 
