i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	0.001948 	0.364104 	16.954456 	0.000193 	0.000195 	0.000195 	0 
1 	12849456.281178 	1.941451e-03 	3.604753e-01 	1.695082e+01 	1.934671e-04 	1.952523e-04 	1.953184e-04 	1.284946e+07 
2 	25651786.491151 	1.935131e-03 	3.568820e-01 	1.694721e+01 	1.937094e-04 	1.954982e-04 	1.955645e-04 	1.280233e+07 
3 	38407597.821706 	1.928888e-03 	3.533245e-01 	1.694364e+01 	1.939496e-04 	1.957421e-04 	1.958085e-04 	1.275581e+07 
4 	51117500.258391 	1.922721e-03 	3.498026e-01 	1.694011e+01 	1.941879e-04 	1.959839e-04 	1.960505e-04 	1.270990e+07 
5 	63782094.412369 	1.916628e-03 	3.463159e-01 	1.693661e+01 	1.944242e-04 	1.962238e-04 	1.962905e-04 	1.266459e+07 
6 	76401971.670627 	1.910609e-03 	3.428640e-01 	1.693314e+01 	1.946584e-04 	1.964616e-04 	1.965285e-04 	1.261988e+07 
7 	88977714.364025 	1.904662e-03 	3.394465e-01 	1.692972e+01 	1.948908e-04 	1.966974e-04 	1.967645e-04 	1.257574e+07 
8 	101509895.932756 	1.898787e-03 	3.360632e-01 	1.692632e+01 	1.951211e-04 	1.969313e-04 	1.969985e-04 	1.253218e+07 
9 	113999081.087216 	1.892981e-03 	3.327136e-01 	1.692296e+01 	1.953496e-04 	1.971631e-04 	1.972305e-04 	1.248919e+07 
10 	126445825.966295 	1.887246e-03 	3.293975e-01 	1.691963e+01 	1.955761e-04 	1.973931e-04 	1.974606e-04 	1.244674e+07 
11 	138850678.291909 	1.881578e-03 	3.261145e-01 	1.691633e+01 	1.958007e-04 	1.976211e-04 	1.976887e-04 	1.240485e+07 
12 	151214177.520331 	1.875978e-03 	3.228642e-01 	1.691307e+01 	1.960234e-04 	1.978471e-04 	1.979150e-04 	1.236350e+07 
13 	163536854.990512 	1.870444e-03 	3.196464e-01 	1.690984e+01 	1.962442e-04 	1.980713e-04 	1.981393e-04 	1.232268e+07 
14 	175819234.069045 	1.864976e-03 	3.164607e-01 	1.690664e+01 	1.964632e-04 	1.982936e-04 	1.983617e-04 	1.228238e+07 
15 	188061830.292043 	1.859572e-03 	3.133068e-01 	1.690348e+01 	1.966802e-04 	1.985139e-04 	1.985822e-04 	1.224260e+07 
16 	200265151.504466 	1.854231e-03 	3.101844e-01 	1.690034e+01 	1.968955e-04 	1.987324e-04 	1.988009e-04 	1.220332e+07 
17 	212429697.996145 	1.848954e-03 	3.070932e-01 	1.689724e+01 	1.971089e-04 	1.989491e-04 	1.990177e-04 	1.216455e+07 
18 	224555962.635302 	1.843738e-03 	3.040328e-01 	1.689417e+01 	1.973205e-04 	1.991639e-04 	1.992326e-04 	1.212626e+07 
19 	236644430.998899 	1.838583e-03 	3.010029e-01 	1.689112e+01 	1.975302e-04 	1.993768e-04 	1.994457e-04 	1.208847e+07 
20 	248695581.500669 	1.833488e-03 	2.980033e-01 	1.688811e+01 	1.977382e-04 	1.995880e-04 	1.996570e-04 	1.205115e+07 
