i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	4.362011 	1.934408 	3.703582 	0.001085 	0.001189 	0.001203 	0 
1 	755408.445559 	4.370033e+00 	1.914749e+00 	3.684017e+00 	1.096093e-03 	1.203684e-03 	1.217641e-03 	7.554074e+05 
2 	1473220.621050 	4.377676e+00 	1.895205e+00 	3.664573e+00 	1.107840e-03 	1.218299e-03 	1.232763e-03 	7.178122e+05 
3 	2155084.077940 	4.384933e+00 	1.875858e+00 	3.645333e+00 	1.119755e-03 	1.233163e-03 	1.248151e-03 	6.818635e+05 
4 	2802748.929645 	4.391812e+00 	1.856708e+00 	3.626296e+00 	1.131839e-03 	1.248277e-03 	1.263809e-03 	6.476649e+05 
5 	3417901.672031 	4.398320e+00 	1.837754e+00 	3.607461e+00 	1.144094e-03 	1.263644e-03 	1.279741e-03 	6.151527e+05 
6 	4002161.148486 	4.404465e+00 	1.818993e+00 	3.588827e+00 	1.156520e-03 	1.279268e-03 	1.295950e-03 	5.842595e+05 
7 	4557078.971195 	4.410255e+00 	1.800423e+00 	3.570393e+00 	1.169118e-03 	1.295152e-03 	1.312441e-03 	5.549178e+05 
8 	5084140.394140 	4.415698e+00 	1.782044e+00 	3.552157e+00 	1.181891e-03 	1.311300e-03 	1.329217e-03 	5.270614e+05 
9 	5584765.482393 	4.420803e+00 	1.763852e+00 	3.534118e+00 	1.194838e-03 	1.327714e-03 	1.346283e-03 	5.006251e+05 
10 	6060310.523138 	4.425579e+00 	1.745847e+00 	3.516275e+00 	1.207960e-03 	1.344397e-03 	1.363643e-03 	4.755450e+05 
11 	6512069.631846 	4.430033e+00 	1.728027e+00 	3.498627e+00 	1.221258e-03 	1.361353e-03 	1.381300e-03 	4.517591e+05 
12 	6941276.512379 	4.434174e+00 	1.710390e+00 	3.481172e+00 	1.234733e-03 	1.378585e-03 	1.399258e-03 	4.292069e+05 
13 	7349106.334839 	4.438010e+00 	1.692933e+00 	3.463910e+00 	1.248385e-03 	1.396094e-03 	1.417521e-03 	4.078298e+05 
14 	7736677.699616 	4.441551e+00 	1.675657e+00 	3.446840e+00 	1.262214e-03 	1.413885e-03 	1.436092e-03 	3.875714e+05 
15 	8105054.660348 	4.444804e+00 	1.658558e+00 	3.429960e+00 	1.276220e-03 	1.431960e-03 	1.454976e-03 	3.683770e+05 
16 	8455248.782353 	4.447778e+00 	1.641635e+00 	3.413270e+00 	1.290405e-03 	1.450322e-03 	1.474176e-03 	3.501941e+05 
17 	8788221.216589 	4.450480e+00 	1.624887e+00 	3.396769e+00 	1.304768e-03 	1.468973e-03 	1.493696e-03 	3.329724e+05 
18 	9104884.772278 	4.452918e+00 	1.608311e+00 	3.380455e+00 	1.319309e-03 	1.487916e-03 	1.513540e-03 	3.166636e+05 
19 	9406105.974095 	4.455100e+00 	1.591906e+00 	3.364329e+00 	1.334028e-03 	1.507154e-03 	1.533711e-03 	3.012212e+05 
20 	9692707.092256 	4.457034e+00 	1.575671e+00 	3.348390e+00 	1.348926e-03 	1.526689e-03 	1.554213e-03 	2.866011e+05 
21 	9965468.135943 	4.458727e+00 	1.559603e+00 	3.332636e+00 	1.364001e-03 	1.546523e-03 	1.575049e-03 	2.727610e+05 
22 	10225128.802389 	4.460187e+00 	1.543702e+00 	3.317069e+00 	1.379255e-03 	1.566661e-03 	1.596224e-03 	2.596607e+05 
23 	10472390.375548 	4.461419e+00 	1.527965e+00 	3.301686e+00 	1.394685e-03 	1.587102e-03 	1.617741e-03 	2.472616e+05 
24 	10707917.569651 	4.462431e+00 	1.512391e+00 	3.286488e+00 	1.410293e-03 	1.607851e-03 	1.639602e-03 	2.355272e+05 
25 	10932340.314168 	4.463230e+00 	1.496979e+00 	3.271475e+00 	1.426077e-03 	1.628908e-03 	1.661813e-03 	2.244227e+05 
26 	11146255.477690 	4.463823e+00 	1.481726e+00 	3.256647e+00 	1.442037e-03 	1.650277e-03 	1.684375e-03 	2.139152e+05 
27 	11350228.529137 	4.464214e+00 	1.466631e+00 	3.242003e+00 	1.458173e-03 	1.671959e-03 	1.707293e-03 	2.039731e+05 
28 	11544795.135412 	4.464411e+00 	1.451693e+00 	3.227544e+00 	1.474482e-03 	1.693956e-03 	1.730569e-03 	1.945666e+05 
29 	11730462.695221 	4.464418e+00 	1.436911e+00 	3.213270e+00 	1.490965e-03 	1.716269e-03 	1.754206e-03 	1.856676e+05 
30 	11907711.809346 	4.464243e+00 	1.422282e+00 	3.199181e+00 	1.507620e-03 	1.738900e-03 	1.778208e-03 	1.772491e+05 
31 	12076997.687921 	4.463890e+00 	1.407805e+00 	3.185279e+00 	1.524445e-03 	1.761851e-03 	1.802576e-03 	1.692859e+05 
32 	12238751.495893 	4.463364e+00 	1.393479e+00 	3.171563e+00 	1.541440e-03 	1.785121e-03 	1.827314e-03 	1.617538e+05 
33 	12393381.637764 	4.462671e+00 	1.379302e+00 	3.158035e+00 	1.558603e-03 	1.808713e-03 	1.852423e-03 	1.546301e+05 
34 	12541274.983183 	4.461815e+00 	1.365273e+00 	3.144695e+00 	1.575931e-03 	1.832626e-03 	1.877906e-03 	1.478933e+05 
35 	12682798.035005 	4.460801e+00 	1.351390e+00 	3.131545e+00 	1.593422e-03 	1.856861e-03 	1.903763e-03 	1.415231e+05 
36 	12818298.041586 	4.459633e+00 	1.337653e+00 	3.118587e+00 	1.611075e-03 	1.881417e-03 	1.929996e-03 	1.355000e+05 
37 	12948104.055143 	4.458317e+00 	1.324059e+00 	3.105822e+00 	1.628886e-03 	1.906293e-03 	1.956605e-03 	1.298060e+05 
38 	13072527.938059 	4.456856e+00 	1.310607e+00 	3.093252e+00 	1.646853e-03 	1.931489e-03 	1.983591e-03 	1.244239e+05 
39 	13191865.319033 	4.455253e+00 	1.297296e+00 	3.080880e+00 	1.664971e-03 	1.957002e-03 	2.010953e-03 	1.193374e+05 
40 	13306396.500954 	4.453513e+00 	1.284124e+00 	3.068707e+00 	1.683239e-03 	1.982831e-03 	2.038690e-03 	1.145312e+05 
41 	13416387.322362 	4.451640e+00 	1.271090e+00 	3.056736e+00 	1.701650e-03 	2.008971e-03 	2.066801e-03 	1.099908e+05 
42 	13522089.974282 	4.449636e+00 	1.258194e+00 	3.044971e+00 	1.720202e-03 	2.035420e-03 	2.095282e-03 	1.057027e+05 
43 	13623743.774160 	4.447505e+00 	1.245433e+00 	3.033415e+00 	1.738888e-03 	2.062172e-03 	2.124131e-03 	1.016538e+05 
44 	13721575.898641 	4.445251e+00 	1.232806e+00 	3.022072e+00 	1.757704e-03 	2.089223e-03 	2.153342e-03 	9.783212e+04 
