i 	 t 	 J_r 	 J_theta 	 J_phi 	 Omega_r 	 Omega_theta 	 Omega_phi 	 dt 
------------
0 	1.000000 	1.931581 	8.467310 	6.921617 	0.000194 	0.000196 	0.000196 	0 
1 	13928913.928126 	1.911936e+00 	8.432165e+00 	6.886477e+00 	1.969593e-04 	1.994208e-04 	1.995207e-04 	1.392891e+07 
2 	27197504.591065 	1.892448e+00 	8.397261e+00 	6.851577e+00 	2.000644e-04 	2.025877e-04 	2.026906e-04 	1.326859e+07 
3 	39838015.879062 	1.873160e+00 	8.362669e+00 	6.816991e+00 	2.032054e-04 	2.057919e-04 	2.058978e-04 	1.264051e+07 
4 	51882372.245562 	1.854071e+00 	8.328390e+00 	6.782715e+00 	2.063824e-04 	2.090333e-04 	2.091425e-04 	1.204436e+07 
5 	63360794.877794 	1.835177e+00 	8.294418e+00 	6.748748e+00 	2.095956e-04 	2.123124e-04 	2.124247e-04 	1.147842e+07 
6 	74301880.583018 	1.816478e+00 	8.260750e+00 	6.715085e+00 	2.128452e-04 	2.156291e-04 	2.157448e-04 	1.094109e+07 
7 	84732693.294058 	1.797971e+00 	8.227384e+00 	6.681723e+00 	2.161313e-04 	2.189838e-04 	2.191029e-04 	1.043081e+07 
8 	94678850.401031 	1.779655e+00 	8.194315e+00 	6.648659e+00 	2.194543e-04 	2.223767e-04 	2.224992e-04 	9.946157e+06 
9 	104164604.012997 	1.761526e+00 	8.161541e+00 	6.615890e+00 	2.228141e-04 	2.258078e-04 	2.259340e-04 	9.485754e+06 
10 	113212917.456057 	1.743584e+00 	8.129059e+00 	6.583411e+00 	2.262111e-04 	2.292775e-04 	2.294073e-04 	9.048313e+06 
11 	121845537.297550 	1.725826e+00 	8.096864e+00 	6.551221e+00 	2.296453e-04 	2.327860e-04 	2.329195e-04 	8.632620e+06 
12 	130083061.167986 	1.708251e+00 	8.064955e+00 	6.519316e+00 	2.331170e-04 	2.363333e-04 	2.364706e-04 	8.237524e+06 
13 	137945001.635212 	1.690856e+00 	8.033328e+00 	6.487693e+00 	2.366263e-04 	2.399197e-04 	2.400610e-04 	7.861940e+06 
14 	145449846.369383 	1.673640e+00 	8.001979e+00 	6.456349e+00 	2.401733e-04 	2.435454e-04 	2.436907e-04 	7.504845e+06 
15 	152615114.822502 	1.656601e+00 	7.970906e+00 	6.425281e+00 	2.437583e-04 	2.472106e-04 	2.473600e-04 	7.165268e+06 
16 	159457411.632217 	1.639737e+00 	7.940106e+00 	6.394485e+00 	2.473813e-04 	2.509154e-04 	2.510690e-04 	6.842297e+06 
17 	165992476.946591 	1.623045e+00 	7.909576e+00 	6.363959e+00 	2.510426e-04 	2.546600e-04 	2.548180e-04 	6.535065e+06 
18 	172235233.854362 	1.606526e+00 	7.879313e+00 	6.333701e+00 	2.547423e-04 	2.584447e-04 	2.586070e-04 	6.242757e+06 
19 	178199833.093669 	1.590176e+00 	7.849314e+00 	6.303706e+00 	2.584806e-04 	2.622695e-04 	2.624364e-04 	5.964599e+06 
20 	183899695.201665 	1.573993e+00 	7.819577e+00 	6.273972e+00 	2.622575e-04 	2.661346e-04 	2.663061e-04 	5.699862e+06 
21 	189347550.257321 	1.557977e+00 	7.790097e+00 	6.244497e+00 	2.660733e-04 	2.700402e-04 	2.702165e-04 	5.447855e+06 
22 	194555475.360337 	1.542125e+00 	7.760873e+00 	6.215277e+00 	2.699281e-04 	2.739865e-04 	2.741677e-04 	5.207925e+06 
23 	199534929.980351 	1.526436e+00 	7.731902e+00 	6.186310e+00 	2.738220e-04 	2.779737e-04 	2.781598e-04 	4.979455e+06 
24 	204296789.302341 	1.510908e+00 	7.703181e+00 	6.157593e+00 	2.777551e-04 	2.820018e-04 	2.821930e-04 	4.761859e+06 
25 	208851375.686476 	1.495539e+00 	7.674708e+00 	6.129124e+00 	2.817277e-04 	2.860711e-04 	2.862675e-04 	4.554586e+06 
